graph,s,algo,status,wall_ms,took_ms,time_max_rss_kB,time_user_sec,time_sys_sec,time_elapsed,time_pagefaults_major,time_pagefaults_minor,time_voluntary_ctxt,time_involuntary_ctxt,time_exit_status
web-it-2004,419,LOCAL_V4,OK,129775.1,148.699,170608,126.88,0.14,2:07.03,0,66626,1,192,0
web-it-2004,420,LOCAL_V4,OK,129779.0,135.311,170604,126.83,0.09,2:06.94,0,66620,1,158,0
web-it-2004,421,LOCAL_V4,OK,129778.7,120.514,170456,127.15,0.15,2:07.30,0,66611,1,96,0
web-it-2004,422,LOCAL_V4,OK,126755.4,107.017,170600,126.38,0.14,2:06.53,0,66604,1,187,0
web-it-2004,423,LOCAL_V4,OK,129765.1,95.5011,170588,126.75,0.11,2:06.87,0,66595,1,122,0
web-it-2004,424,LOCAL_V4,OK,129867.4,81.5997,170516,126.89,0.13,2:07.03,0,66585,1,142,0
web-it-2004,425,LOCAL_V4,OK,129873.3,62.3755,170552,126.95,0.15,2:07.11,0,66575,1,299,0
web-it-2004,426,LOCAL_V4,OK,129863.6,53.7201,170580,126.70,0.15,2:06.86,0,66568,1,180,0
web-it-2004,427,LOCAL_V4,OK,129851.2,45.458,170604,127.08,0.13,2:07.21,0,66563,1,61,0
web-it-2004,428,LOCAL_V4,OK,129866.2,38.7193,170384,126.77,0.15,2:06.94,0,66558,1,293,0
web-it-2004,429,LOCAL_V4,OK,129878.7,30.1902,170488,127.07,0.12,2:07.20,0,66552,1,62,0
wiki-Talk,2,LOCAL_V4,OK,30258.0,1003.26,783256,28.12,0.51,0:28.63,0,326214,1,51,0
web-it-2004,430,LOCAL_V4,OK,126960.6,24.2173,170804,126.78,0.15,2:06.94,0,66553,1,218,0
wiki-Talk,3,LOCAL_V4,OK,90561.7,45828.1,869448,89.71,0.75,1:30.47,0,429077,1,108,0
wiki-Talk,4,LOCAL_V4,OK,301775.1,227045,2298920,296.18,2.79,4:58.98,0,1347204,1,210,0
wiki-Talk,5,LOCAL_V4,OK,778198.4,672872,7360744,767.32,8.66,12:56.08,0,4231234,1,1886,0
wiki-Talk,6,LOCAL_V4,OK,1562282.3,,16053024,1543.38,17.02,26:00.42,0,8733797,1,637,0
wiki-Talk,7,LOCAL_V4,OK,3151617.3,,26435048,3119.00,30.83,52:30.01,0,14340113,1,5981,0
wiki-Talk,8,LOCAL_V4,OK,3531597.4,,27575152,3497.46,32.05,58:49.61,0,15589347,1,3319,0
wiki-Talk,9,LOCAL_V4,OK,3504454.9,,28429072,3468.94,33.53,58:22.52,0,15855668,1,1036,0
wiki-Talk,10,LOCAL_V4,TIMEOUT,3600955.4,,,,,,,,,,
soc-pokec-relationships,2,LOCAL_V4,OK,45336.7,9062.17,1423784,42.76,1.44,0:44.21,0,875635,1,69,0
soc-pokec-relationships,3,LOCAL_V4,OK,171996.7,135826,1482428,169.58,1.59,2:51.19,0,902614,1,316,0
soc-pokec-relationships,4,LOCAL_V4,OK,126761.0,90798.2,1490748,124.21,1.46,2:05.69,0,839033,1,275,0
soc-pokec-relationships,5,LOCAL_V4,OK,90572.3,55226.8,1270076,87.35,1.37,1:28.73,0,740214,1,195,0
soc-pokec-relationships,6,LOCAL_V4,OK,66446.7,32480.7,894508,64.15,0.96,1:05.12,0,528963,1,140,0
soc-pokec-relationships,7,LOCAL_V4,OK,54383.8,20100.2,791160,51.99,0.91,0:52.91,0,473666,1,132,0
soc-pokec-relationships,8,LOCAL_V4,OK,45336.6,11838.7,676252,43.94,0.66,0:44.61,0,381097,1,71,0
soc-pokec-relationships,9,LOCAL_V4,OK,42321.0,7814.96,623764,39.37,0.66,0:40.03,0,354263,1,41,0
soc-pokec-relationships,10,LOCAL_V4,OK,39305.3,4902.22,592332,35.83,0.55,0:36.39,0,330460,1,69,0
soc-pokec-relationships,11,LOCAL_V4,OK,36289.5,3504.97,574628,34.28,0.56,0:34.85,0,310679,1,55,0
soc-pokec-relationships,12,LOCAL_V4,OK,36289.4,2121.29,560824,33.38,0.46,0:33.85,0,282920,1,72,0
soc-pokec-relationships,13,LOCAL_V4,OK,33264.8,1160.53,551464,32.48,0.47,0:32.96,0,271722,1,62,0
soc-pokec-relationships,14,LOCAL_V4,OK,33273.8,686.986,545820,31.92,0.46,0:32.38,0,265897,1,67,0
soc-pokec-relationships,15,LOCAL_V4,OK,33273.8,378.906,542164,32.03,0.41,0:32.44,0,265024,1,42,0
soc-pokec-relationships,16,LOCAL_V4,OK,33273.8,260.867,540428,31.79,0.42,0:32.22,0,264557,1,35,0
soc-pokec-relationships,17,LOCAL_V4,OK,33273.8,213.651,539240,31.28,0.42,0:31.71,0,264277,1,52,0
soc-pokec-relationships,18,LOCAL_V4,OK,33259.7,105.663,538464,31.19,0.55,0:31.75,0,264104,1,46,0
soc-pokec-relationships,19,LOCAL_V4,OK,33273.8,79.0207,538124,30.92,0.45,0:31.37,0,263986,1,53,0
soc-pokec-relationships,20,LOCAL_V4,OK,33273.8,28.6069,537804,30.84,0.47,0:31.31,0,263897,1,71,0
soc-pokec-relationships,21,LOCAL_V4,OK,33274.0,14.5313,537568,30.78,0.47,0:31.25,0,263858,1,49,0
soc-pokec-relationships,22,LOCAL_V4,OK,33273.7,9.52575,537680,31.08,0.51,0:31.59,0,267179,1,55,0
soc-pokec-relationships,23,LOCAL_V4,OK,33273.8,8.75303,537780,31.13,0.51,0:31.65,0,267177,1,72,0
soc-pokec-relationships,24,LOCAL_V4,OK,33273.9,8.46705,537560,31.67,0.47,0:32.15,0,267177,1,56,0
soc-pokec-relationships,25,LOCAL_V4,OK,33261.1,8.23584,537652,31.80,0.53,0:32.34,0,269563,1,37,0
wiki-Talk,11,LOCAL_V4,OK,3404380.4,,27082400,3370.13,31.54,56:41.72,0,15378616,1,1528,0
com-orkut,2,LOCAL_V4,OK,723932.4,53222.7,6454992,713.39,9.07,12:02.50,0,3966905,1,2060,0
com-orkut,3,LOCAL_V4,TIMEOUT,3600604.1,,,,,,,,,,
dblp-core30,2,LOCAL_V4,OK,3116.9,11.3078,9504,0.19,0.00,0:00.20,0,1365,1,0,0
dblp-core30,3,LOCAL_V4,OK,3116.8,24.8709,9420,0.20,0.01,0:00.22,0,1370,1,1,0
dblp-core30,4,LOCAL_V4,OK,3116.9,24.6293,9288,0.21,0.00,0:00.22,0,1370,1,1,0
dblp-core30,5,LOCAL_V4,OK,3116.8,24.5013,9356,0.22,0.00,0:00.22,0,1369,1,2,0
dblp-core30,6,LOCAL_V4,OK,3116.9,21.9359,9392,0.20,0.01,0:00.21,0,1363,1,2,0
dblp-core30,7,LOCAL_V4,OK,3116.9,21.3504,9552,0.21,0.00,0:00.22,0,1369,1,2,0
dblp-core30,8,LOCAL_V4,OK,3116.9,21.5964,9540,0.20,0.00,0:00.21,0,1364,1,2,0
dblp-core30,9,LOCAL_V4,OK,3116.9,22.4799,9608,0.21,0.00,0:00.21,0,1365,1,1,0
dblp-core30,10,LOCAL_V4,OK,3116.8,22.0602,9636,0.21,0.00,0:00.21,0,1364,1,2,0
dblp-core30,11,LOCAL_V4,OK,3116.9,21.0899,9340,0.20,0.01,0:00.21,0,1357,1,1,0
dblp-core30,12,LOCAL_V4,OK,3116.9,20.9301,9612,0.20,0.00,0:00.21,0,1355,1,1,0
dblp-core30,13,LOCAL_V4,OK,3116.9,20.9995,9560,0.21,0.00,0:00.21,0,1355,1,1,0
dblp-core30,14,LOCAL_V4,OK,3116.9,21.6686,9576,0.21,0.00,0:00.21,0,1358,1,1,0
dblp-core30,15,LOCAL_V4,OK,3116.9,27.1198,9484,0.21,0.00,0:00.22,0,1353,1,1,0
dblp-core30,16,LOCAL_V4,OK,3117.0,27.3007,9400,0.21,0.01,0:00.22,0,1345,1,1,0
dblp-core30,17,LOCAL_V4,OK,3116.9,27.2105,9532,0.21,0.00,0:00.22,0,1348,1,2,0
dblp-core30,18,LOCAL_V4,OK,3116.9,26.6234,9512,0.21,0.01,0:00.22,0,1346,1,1,0
dblp-core30,19,LOCAL_V4,OK,3116.9,26.6774,9348,0.21,0.01,0:00.22,0,1341,1,1,0
dblp-core30,20,LOCAL_V4,OK,3116.9,26.8039,9576,0.21,0.00,0:00.22,0,1341,1,2,0
dblp-core30,21,LOCAL_V4,OK,3116.9,28.4226,9608,0.21,0.00,0:00.22,0,1339,1,1,0
dblp-core30,22,LOCAL_V4,OK,3112.6,27.6684,9528,0.22,0.00,0:00.22,0,1334,1,1,0
dblp-core30,23,LOCAL_V4,OK,3116.9,26.825,9508,0.21,0.00,0:00.22,0,1331,1,1,0
dblp-core30,24,LOCAL_V4,OK,3116.9,26.9846,9512,0.21,0.00,0:00.22,0,1326,1,1,0
com-orkut,4,LOCAL_V4,TIMEOUT,3602931.6,,,,,,,,,,
dblp-core30,25,LOCAL_V4,OK,3221.7,25.8822,9436,0.21,0.01,0:00.22,0,1325,1,2,0
dblp-core30,26,LOCAL_V4,OK,3117.9,25.727,9460,0.21,0.01,0:00.22,0,1321,1,0,0
dblp-core30,27,LOCAL_V4,OK,3222.0,26.1656,9492,0.22,0.00,0:00.22,0,1313,1,1,0
dblp-core30,28,LOCAL_V4,OK,3117.7,25.5433,9476,0.21,0.00,0:00.22,0,1313,1,2,0
dblp-core30,29,LOCAL_V4,OK,3222.0,25.4162,9396,0.20,0.01,0:00.21,0,1308,1,1,0
dblp-core30,30,LOCAL_V4,OK,3117.9,24.4215,9544,0.21,0.00,0:00.21,0,1306,1,0,0
