graph,s,algo,status,wall_ms,took_ms,time_max_rss_kB,time_user_sec,time_sys_sec,time_elapsed,time_pagefaults_major,time_pagefaults_minor,time_voluntary_ctxt,time_involuntary_ctxt,time_exit_status
com-dblp,2,LOCAL_V4,OK,3222.0,384.515,110804,1.65,0.08,0:01.74,0,38673,1,3,0
com-dblp,3,LOCAL_V4,OK,3118.7,527.304,107492,1.73,0.09,0:01.84,0,37270,1,3,0
com-dblp,4,LOCAL_V4,OK,3221.7,322.266,98872,1.43,0.04,0:01.47,0,30787,1,1,0
com-dblp,5,LOCAL_V4,OK,3117.8,154.156,93964,1.02,0.06,0:01.08,0,28612,1,2,0
com-dblp,6,LOCAL_V4,OK,3221.9,128.15,91700,1.21,0.06,0:01.27,0,27388,1,2,0
com-dblp,7,LOCAL_V4,OK,3117.8,74.8765,90436,1.03,0.07,0:01.11,0,26731,1,1,0
com-dblp,8,LOCAL_V4,OK,3221.9,74.73,89364,1.13,0.06,0:01.20,0,26356,1,1,0
com-dblp,9,LOCAL_V4,OK,3117.7,50.657,89180,0.92,0.03,0:00.96,0,26141,1,1,0
com-dblp,10,LOCAL_V4,OK,3222.0,55.7309,88736,1.13,0.04,0:01.17,0,25988,1,2,0
com-dblp,11,LOCAL_V4,OK,3117.8,41.544,88768,0.90,0.06,0:00.96,0,25888,1,2,0
com-dblp,12,LOCAL_V4,OK,3222.0,46.7933,88240,1.10,0.05,0:01.16,0,25817,1,1,0
com-dblp,13,LOCAL_V4,OK,3117.7,35.7688,88348,0.92,0.03,0:00.95,0,25757,1,2,0
com-dblp,14,LOCAL_V4,OK,3222.0,41.5738,88172,1.11,0.04,0:01.15,0,25712,1,1,0
com-dblp,15,LOCAL_V4,OK,3117.9,33.0811,88388,0.92,0.04,0:00.96,0,25674,1,1,0
com-dblp,16,LOCAL_V4,OK,3221.9,39.9201,88192,1.08,0.06,0:01.15,0,25645,1,2,0
com-dblp,17,LOCAL_V4,OK,3117.7,30.9507,88152,0.89,0.05,0:00.94,0,25617,1,1,0
com-dblp,18,LOCAL_V4,OK,3222.0,37.0681,88216,1.11,0.04,0:01.15,0,25594,1,2,0
com-dblp,19,LOCAL_V4,OK,3117.9,28.0139,88140,0.92,0.04,0:00.96,0,25579,1,1,0
com-dblp,20,LOCAL_V4,OK,3221.9,33.9941,88064,1.08,0.06,0:01.14,0,25568,1,2,0
com-dblp,21,LOCAL_V4,OK,3117.8,26.7226,87968,0.89,0.05,0:00.94,0,25550,1,2,0
com-dblp,22,LOCAL_V4,OK,3222.0,33.3488,88096,1.13,0.04,0:01.17,0,25539,1,3,0
com-dblp,23,LOCAL_V4,OK,3117.9,24.9224,87896,0.93,0.02,0:00.96,0,25522,1,1,0
com-dblp,24,LOCAL_V4,OK,3221.8,30.9575,88032,1.07,0.06,0:01.14,0,25516,1,1,0
com-dblp,25,LOCAL_V4,OK,3117.7,24.348,88076,0.90,0.04,0:00.94,0,25510,1,1,0
com-dblp,26,LOCAL_V4,OK,3222.0,29.0497,87992,1.13,0.04,0:01.17,0,25501,1,2,0
com-dblp,27,LOCAL_V4,OK,3117.8,22.8677,87932,0.90,0.04,0:00.94,0,25490,1,1,0
com-dblp,28,LOCAL_V4,OK,3221.9,27.7931,87732,1.14,0.02,0:01.16,0,25478,1,2,0
com-dblp,29,LOCAL_V4,OK,3117.7,22.7801,88108,0.91,0.04,0:00.96,0,25476,1,1,0
com-dblp,30,LOCAL_V4,OK,3221.9,26.2292,87856,1.13,0.03,0:01.17,0,25466,1,1,0
com-amazon.ungraph,2,LOCAL_V4,OK,3117.7,208.235,119340,0.96,0.06,0:01.02,0,40613,1,1,0
com-amazon.ungraph,3,LOCAL_V4,OK,3222.0,279.875,107648,1.16,0.07,0:01.23,0,36528,1,3,0
com-amazon.ungraph,4,LOCAL_V4,OK,3117.7,104.021,98292,0.81,0.05,0:00.86,0,29597,1,2,0
com-amazon.ungraph,5,LOCAL_V4,OK,3221.9,38.9649,93904,0.88,0.05,0:00.94,0,27388,1,1,0
com-amazon.ungraph,6,LOCAL_V4,OK,3117.8,5.69787,91624,0.71,0.03,0:00.75,0,26350,1,1,0
com-amazon.ungraph,7,LOCAL_V4,OK,3222.0,2.51437,91228,0.94,0.07,0:01.01,0,26141,1,1,0
com-amazon.ungraph,8,LOCAL_V4,OK,3117.8,2.50812,91228,0.95,0.07,0:01.03,0,26141,1,1,0
com-amazon.ungraph,9,LOCAL_V4,OK,3222.1,2.47641,91424,0.94,0.06,0:01.00,0,26145,1,1,0
com-amazon.ungraph,10,LOCAL_V4,OK,3118.0,2.53355,91312,0.90,0.10,0:01.00,0,26144,1,2,0
com-amazon.ungraph,11,LOCAL_V4,OK,3222.0,2.50211,91152,0.96,0.06,0:01.02,0,26141,1,1,0
com-amazon.ungraph,12,LOCAL_V4,OK,3117.8,2.51358,91300,0.94,0.06,0:01.00,0,26144,1,1,0
com-amazon.ungraph,13,LOCAL_V4,OK,3222.1,2.49678,91376,0.94,0.05,0:00.99,0,26143,1,2,0
com-amazon.ungraph,14,LOCAL_V4,OK,3118.0,2.52272,91340,0.94,0.06,0:01.00,0,26143,1,2,0
com-amazon.ungraph,15,LOCAL_V4,OK,3222.0,2.48355,91064,0.96,0.06,0:01.02,0,26141,1,2,0
com-amazon.ungraph,16,LOCAL_V4,OK,3117.8,2.49482,91184,0.93,0.06,0:01.00,0,26142,1,1,0
com-amazon.ungraph,17,LOCAL_V4,OK,3222.1,2.4909,91100,0.95,0.05,0:01.00,0,26140,1,1,0
com-amazon.ungraph,18,LOCAL_V4,OK,3117.9,2.50894,91232,0.95,0.05,0:01.00,0,26145,1,1,0
com-amazon.ungraph,19,LOCAL_V4,OK,3222.0,2.49346,91104,0.93,0.06,0:00.99,0,26142,1,1,0
com-amazon.ungraph,20,LOCAL_V4,OK,3117.8,2.51529,91372,0.96,0.06,0:01.02,0,26144,1,2,0
com-amazon.ungraph,21,LOCAL_V4,OK,3222.1,2.4913,91204,0.94,0.05,0:01.00,0,26144,1,1,0
com-amazon.ungraph,22,LOCAL_V4,OK,3117.9,2.52862,91132,0.96,0.06,0:01.03,0,26142,1,1,0
com-amazon.ungraph,23,LOCAL_V4,OK,3222.0,2.49186,91260,0.94,0.05,0:00.99,0,26144,1,2,0
com-amazon.ungraph,24,LOCAL_V4,OK,3117.8,2.51201,91312,0.93,0.06,0:01.00,0,26140,1,2,0
com-amazon.ungraph,25,LOCAL_V4,OK,3222.0,2.49055,91132,0.93,0.06,0:01.00,0,26143,1,2,0
com-amazon.ungraph,26,LOCAL_V4,OK,3117.9,2.53383,91104,0.97,0.05,0:01.02,0,26142,1,1,0
com-amazon.ungraph,27,LOCAL_V4,OK,3222.0,2.49583,91324,0.95,0.06,0:01.01,0,26142,1,1,0
com-amazon.ungraph,28,LOCAL_V4,OK,3117.8,2.51851,91088,0.97,0.06,0:01.03,0,26139,1,2,0
com-amazon.ungraph,29,LOCAL_V4,OK,3222.1,2.47372,91064,0.95,0.05,0:01.00,0,26141,1,1,0
com-amazon.ungraph,30,LOCAL_V4,OK,3117.9,2.52276,91236,0.98,0.04,0:01.03,0,26141,1,1,0
twitter_combined,2,LOCAL_V4,OK,9253.3,308.059,86896,7.33,0.10,0:07.43,0,38994,1,11,0
twitter_combined,3,LOCAL_V4,OK,39411.0,24212.4,342928,37.04,0.23,0:37.28,0,156069,1,24,0
twitter_combined,4,LOCAL_V4,OK,120835.1,98759.7,1182656,118.42,1.05,1:59.48,0,576383,1,133,0
twitter_combined,5,LOCAL_V4,OK,271611.7,238737,3306668,265.60,3.99,4:29.61,0,1750137,1,215,0
twitter_combined,6,LOCAL_V4,OK,515870.0,474593,6583772,508.00,6.71,8:34.74,0,3430913,1,575,0
twitter_combined,7,LOCAL_V4,OK,868694.8,819543,8621332,859.95,8.66,14:28.63,0,4391331,1,368,0
twitter_combined,8,LOCAL_V4,OK,1173285.7,,12875700,1157.11,14.30,19:31.47,0,6857689,1,1673,0
twitter_combined,9,LOCAL_V4,OK,1333125.5,,13546088,1318.85,14.01,22:12.91,0,7525016,1,1572,0
twitter_combined,10,LOCAL_V4,OK,1486913.3,,14784124,1467.36,17.04,24:44.42,0,7904159,1,427,0
twitter_combined,11,LOCAL_V4,OK,1761339.7,,15231484,1743.94,17.23,29:21.28,0,8043872,1,3251,0
twitter_combined,12,LOCAL_V4,OK,2171502.3,,15253636,2150.78,20.47,36:11.34,0,8048900,1,1949,0
twitter_combined,13,LOCAL_V4,OK,2427856.5,,15066008,2406.78,19.91,40:26.74,0,8007458,1,667,0
twitter_combined,14,LOCAL_V4,OK,2117221.8,,14856160,2095.11,19.95,35:15.19,0,7939510,1,4130,0
twitter_combined,15,LOCAL_V4,OK,2177504.4,,14639816,2157.38,18.95,36:16.36,0,7840596,1,837,0
twitter_combined,16,LOCAL_V4,OK,2638877.7,,14272380,2616.24,22.47,43:58.85,0,7748905,1,6117,0
twitter_combined,17,LOCAL_V4,OK,2373486.0,,13949352,2355.44,17.65,39:33.08,0,7617263,1,650,0
twitter_combined,18,LOCAL_V4,OK,2026700.4,,13524524,2007.85,17.76,33:45.69,0,7480079,1,3949,0
twitter_combined,19,LOCAL_V4,OK,1728169.0,,13011320,1711.55,14.91,28:46.51,0,7332398,1,1350,0
twitter_combined,20,LOCAL_V4,OK,1761331.9,,12875344,1744.74,16.46,29:21.24,0,7177289,1,1076,0
twitter_combined,21,LOCAL_V4,OK,1420559.0,,12744240,1406.70,13.72,23:40.51,0,7030679,1,2851,0
twitter_combined,22,LOCAL_V4,OK,950118.1,888282,12744076,935.97,12.31,15:48.32,0,6897906,1,917,0
twitter_combined,23,LOCAL_V4,OK,757126.4,695044,12744292,742.67,11.56,12:34.28,0,6778197,1,1453,0
twitter_combined,24,LOCAL_V4,OK,660637.3,601167,12744300,648.67,11.76,11:00.44,0,6665701,1,232,0
twitter_combined,25,LOCAL_V4,OK,648574.4,588720,12744300,635.28,11.37,10:46.68,0,6489722,1,1181,0
twitter_combined,26,LOCAL_V4,OK,606348.4,548117,12744344,594.86,10.80,10:05.67,0,6372561,1,265,0
twitter_combined,27,LOCAL_V4,OK,594277.1,536984,12787484,583.69,10.39,9:54.11,0,6245034,1,681,0
twitter_combined,28,LOCAL_V4,OK,558089.6,499696,12743408,545.91,9.76,9:15.70,0,6113689,1,987,0
twitter_combined,29,LOCAL_V4,OK,630466.2,572559,12744656,618.29,9.45,10:27.76,0,5978098,1,302,0
web-Stanford,2,LOCAL_V4,OK,9148.3,339.722,127232,6.97,0.11,0:07.09,0,54405,1,8,0
web-Stanford,3,LOCAL_V4,OK,12163.9,2866.43,188560,9.58,0.15,0:09.73,0,91585,1,10,0
web-Stanford,4,LOCAL_V4,OK,12150.7,4278.63,255388,11.10,0.18,0:11.29,0,127034,1,13,0
web-Stanford,5,LOCAL_V4,OK,12163.6,4013.12,255880,10.76,0.20,0:10.96,0,123327,1,13,0
web-Stanford,6,LOCAL_V4,OK,12163.9,3920.23,256200,10.71,0.18,0:10.90,0,120448,1,14,0
web-Stanford,7,LOCAL_V4,OK,12163.9,3804.96,182152,10.52,0.15,0:10.68,0,90290,2,13,0
web-Stanford,8,LOCAL_V4,OK,12150.5,2874.47,150692,9.61,0.10,0:09.71,0,74705,1,15,0
web-Stanford,9,LOCAL_V4,OK,12163.9,2773.17,150144,9.44,0.10,0:09.55,0,73203,1,12,0
web-Stanford,10,LOCAL_V4,OK,12163.8,2737.3,150128,9.41,0.09,0:09.51,0,71140,1,12,0
web-Stanford,11,LOCAL_V4,OK,12164.0,2554.19,150240,9.21,0.12,0:09.33,0,69767,1,12,0
web-Stanford,12,LOCAL_V4,OK,12163.8,2630.6,121108,9.28,0.09,0:09.37,0,55952,1,12,0
web-Stanford,13,LOCAL_V4,OK,9148.2,2225.16,118496,8.87,0.09,0:08.96,0,54459,1,12,0
web-Stanford,14,LOCAL_V4,OK,9148.3,2086.05,116168,8.71,0.09,0:08.80,0,53109,1,10,0
web-Stanford,15,LOCAL_V4,OK,9148.1,1937.92,113276,8.57,0.08,0:08.65,0,51435,1,10,0
web-Stanford,16,LOCAL_V4,OK,9148.2,1778.39,107912,8.46,0.06,0:08.52,0,48648,1,10,0
web-Stanford,17,LOCAL_V4,OK,9148.3,1485.09,100684,8.10,0.05,0:08.15,0,38389,1,9,0
web-Stanford,18,LOCAL_V4,OK,9148.3,1376.99,99796,8.05,0.03,0:08.08,0,37882,2,9,0
web-Stanford,19,LOCAL_V4,OK,9148.2,1318.39,99268,8.25,0.06,0:08.32,0,37532,1,11,0
web-Stanford,20,LOCAL_V4,OK,9148.1,1259.14,98560,7.88,0.08,0:07.97,0,37152,2,11,0
web-Stanford,21,LOCAL_V4,OK,9148.2,1232.9,97752,7.82,0.06,0:07.89,0,36604,1,13,0
web-Stanford,22,LOCAL_V4,OK,9148.3,1198.9,96988,7.79,0.07,0:07.87,0,36301,1,13,0
web-Stanford,23,LOCAL_V4,OK,9148.2,1161.99,96712,7.75,0.06,0:07.81,0,36075,1,13,0
web-Stanford,24,LOCAL_V4,OK,9148.2,1134.78,96460,7.74,0.04,0:07.78,0,35897,1,13,0
web-Stanford,25,LOCAL_V4,OK,9148.2,1112.04,95740,7.72,0.05,0:07.78,0,35623,1,13,0
web-Stanford,26,LOCAL_V4,OK,9148.3,1106.76,95412,7.67,0.08,0:07.76,0,35482,2,10,0
web-Stanford,27,LOCAL_V4,OK,9148.2,1092.76,95468,7.74,0.04,0:07.79,0,35373,1,8,0
web-Stanford,28,LOCAL_V4,OK,9148.1,1214.13,95292,7.80,0.09,0:07.89,0,35225,2,8,0
web-Stanford,29,LOCAL_V4,OK,9148.2,1171.95,94852,7.76,0.06,0:07.83,0,34944,1,9,0
web-Stanford,30,LOCAL_V4,OK,9148.1,1024.41,94352,7.65,0.05,0:07.71,0,31602,1,6,0
web-Stanford,31,LOCAL_V4,OK,9148.3,1021.51,93732,7.63,0.07,0:07.70,0,31371,1,6,0
twitter_combined,30,LOCAL_V4,OK,546170.8,492302,8480624,536.96,7.01,9:03.99,0,4266925,1,906,0
web-Stanford,32,LOCAL_V4,OK,9253.8,965.067,93520,7.57,0.07,0:07.64,0,31123,2,7,0
web-Stanford,33,LOCAL_V4,OK,9253.8,1019.99,92836,7.99,0.06,0:08.05,0,30801,1,14,0
web-Stanford,34,LOCAL_V4,OK,9253.8,907.053,92500,7.49,0.04,0:07.53,0,30630,1,9,0
web-Stanford,35,LOCAL_V4,OK,9253.8,975.554,92200,7.58,0.03,0:07.61,0,30508,1,19,0
web-Stanford,36,LOCAL_V4,OK,9253.7,964.852,92428,7.54,0.05,0:07.59,0,30424,1,8,0
web-Stanford,37,LOCAL_V4,OK,9253.8,832.455,92204,7.39,0.06,0:07.45,0,30347,1,8,0
web-Stanford,38,LOCAL_V4,OK,9253.8,821.533,91940,7.39,0.05,0:07.44,0,30239,1,17,0
web-Stanford,39,LOCAL_V4,OK,9253.7,554.803,91696,7.13,0.04,0:07.17,0,30090,1,16,0
web-Stanford,40,LOCAL_V4,OK,9253.9,535.903,91636,7.09,0.05,0:07.15,0,30018,1,14,0
web-Stanford,41,LOCAL_V4,OK,9253.8,538.724,91156,7.09,0.05,0:07.15,0,29919,1,16,0
web-Stanford,42,LOCAL_V4,OK,9253.6,506.407,91224,7.07,0.04,0:07.11,0,29750,1,11,0
web-Stanford,43,LOCAL_V4,OK,9253.8,463.18,90484,7.02,0.05,0:07.07,0,29450,1,17,0
web-Stanford,44,LOCAL_V4,OK,9253.9,422.313,90224,6.96,0.07,0:07.04,0,29127,1,10,0
web-Stanford,45,LOCAL_V4,OK,9253.8,375.068,89628,7.00,0.02,0:07.03,0,28814,1,19,0
web-Stanford,46,LOCAL_V4,OK,9253.8,342.715,89456,6.95,0.02,0:06.98,0,28622,1,13,0
web-Stanford,47,LOCAL_V4,OK,9254.0,331.082,89084,6.93,0.04,0:06.98,0,28520,1,19,0
web-Stanford,48,LOCAL_V4,OK,9253.9,315.535,88936,6.87,0.04,0:06.91,0,28397,1,15,0
web-Stanford,49,LOCAL_V4,OK,9253.9,291.222,88348,6.84,0.05,0:06.89,0,28211,1,16,0
web-Stanford,50,LOCAL_V4,OK,9253.8,245.75,88116,6.78,0.05,0:06.84,0,27907,1,10,0
web-Stanford,51,LOCAL_V4,OK,9253.9,167.88,87280,6.76,0.04,0:06.81,0,27402,1,16,0
web-Stanford,52,LOCAL_V4,OK,9253.8,86.4487,86280,6.67,0.04,0:06.72,0,26878,1,13,0
web-Stanford,53,LOCAL_V4,OK,9253.9,33.9916,86032,6.65,0.05,0:06.70,0,26554,1,11,0
web-Stanford,54,LOCAL_V4,OK,9253.7,18.1691,85880,6.56,0.05,0:06.62,0,26452,1,12,0
web-Stanford,55,LOCAL_V4,OK,9253.9,12.3499,85472,6.60,0.04,0:06.64,0,26410,1,21,0
web-Stanford,56,LOCAL_V4,OK,9254.0,7.79887,85692,6.57,0.03,0:06.61,0,26387,1,9,0
web-Stanford,57,LOCAL_V4,OK,9254.0,5.32528,85304,6.60,0.03,0:06.64,0,26371,1,22,0
web-Stanford,58,LOCAL_V4,OK,9253.8,4.28105,85484,6.55,0.04,0:06.59,0,26369,1,6,0
web-Stanford,59,LOCAL_V4,OK,9253.9,3.32703,85440,6.64,0.04,0:06.69,0,26362,1,12,0
web-Stanford,60,LOCAL_V4,OK,9254.0,2.77358,85220,6.64,0.05,0:06.69,0,26360,1,7,0
web-Stanford,61,LOCAL_V4,OK,9254.0,1.95468,85220,6.67,0.04,0:06.72,0,26357,1,14,0
web-Google,2,LOCAL_V4,OK,6133.5,1087.08,323244,5.69,0.20,0:05.89,0,141766,1,7,0
web-Google,3,LOCAL_V4,OK,9253.0,2481.45,325768,7.19,0.23,0:07.43,0,145414,2,23,0
web-Google,4,LOCAL_V4,OK,9149.3,2158.09,302596,7.12,0.22,0:07.35,0,137121,1,12,0
web-Google,5,LOCAL_V4,OK,9252.9,1797.3,292988,6.45,0.19,0:06.65,0,132247,1,22,0
web-Google,6,LOCAL_V4,OK,9149.2,1469.08,282212,6.14,0.20,0:06.35,0,127581,1,10,0
web-Google,7,LOCAL_V4,OK,6237.3,1266.38,276372,5.88,0.15,0:06.04,0,112010,1,14,0
web-Google,8,LOCAL_V4,OK,6133.4,1111.05,271260,5.75,0.16,0:05.91,0,109119,1,7,0
web-Google,9,LOCAL_V4,OK,6237.3,942.134,264284,5.52,0.15,0:05.67,0,105870,1,22,0
web-Google,10,LOCAL_V4,OK,6133.4,768.517,259736,5.29,0.15,0:05.45,0,103225,1,7,0
web-Google,11,LOCAL_V4,OK,6237.3,634.742,255192,5.14,0.17,0:05.31,0,94646,1,18,0
web-Google,12,LOCAL_V4,OK,6133.5,520.332,250840,5.11,0.14,0:05.25,0,92319,1,7,0
web-Google,13,LOCAL_V4,OK,6237.0,410.426,247860,4.87,0.16,0:05.04,0,90534,1,14,0
web-Google,14,LOCAL_V4,OK,6133.3,317.622,244688,4.84,0.09,0:04.93,0,86066,1,7,0
web-Google,15,LOCAL_V4,OK,6237.4,243.853,242276,4.72,0.12,0:04.84,0,85496,1,16,0
web-Google,16,LOCAL_V4,OK,6133.6,173.124,240140,4.72,0.13,0:04.86,0,84985,1,8,0
web-Google,17,LOCAL_V4,OK,6237.3,122.874,238680,4.60,0.13,0:04.75,0,84634,1,14,0
web-Google,18,LOCAL_V4,OK,6133.6,83.4547,237552,4.59,0.17,0:04.77,0,84349,1,6,0
web-Google,19,LOCAL_V4,OK,6237.4,57.645,236816,4.52,0.14,0:04.66,0,84151,1,17,0
web-Google,20,LOCAL_V4,OK,6133.5,38.532,236372,4.48,0.14,0:04.62,0,84017,1,5,0
web-Google,21,LOCAL_V4,OK,6237.4,27.2139,236168,4.47,0.17,0:04.65,0,83931,1,10,0
web-Google,22,LOCAL_V4,OK,6133.5,20.8647,235876,4.46,0.14,0:04.61,0,83881,1,5,0
web-Google,23,LOCAL_V4,OK,6237.3,16.2748,235812,4.58,0.16,0:04.74,0,83853,1,13,0
web-Google,24,LOCAL_V4,OK,6133.5,14.4336,235832,4.50,0.14,0:04.65,0,83846,1,6,0
web-Google,25,LOCAL_V4,OK,6237.2,14.9792,235496,4.60,0.11,0:04.72,0,83837,1,13,0
web-Google,26,LOCAL_V4,OK,6133.6,13.0891,235344,4.54,0.14,0:04.68,0,83826,1,7,0
web-Google,27,LOCAL_V4,OK,6237.4,12.1696,235444,4.51,0.15,0:04.66,0,83819,1,11,0
web-Google,28,LOCAL_V4,OK,6133.6,11.5461,235416,4.49,0.11,0:04.61,0,83820,1,7,0
web-Google,29,LOCAL_V4,OK,6237.4,10.9751,235524,4.58,0.13,0:04.71,0,83817,1,11,0
web-Google,30,LOCAL_V4,OK,6133.6,10.7342,235464,4.51,0.12,0:04.63,0,83814,1,5,0
web-Google,31,LOCAL_V4,OK,6237.4,10.6338,235596,4.53,0.10,0:04.64,0,83815,1,12,0
web-Google,32,LOCAL_V4,OK,6133.6,10.3609,235384,4.46,0.13,0:04.60,0,83810,1,6,0
web-Google,33,LOCAL_V4,OK,6237.3,10.2469,235548,4.49,0.14,0:04.63,0,83815,1,8,0
web-Google,34,LOCAL_V4,OK,6133.6,10.0989,235336,4.49,0.13,0:04.62,0,83811,1,6,0
web-Google,35,LOCAL_V4,OK,6237.5,7.56628,235500,4.48,0.12,0:04.61,0,83811,1,6,0
web-Google,36,LOCAL_V4,OK,6133.6,7.51102,235420,4.47,0.12,0:04.60,0,83811,1,6,0
web-Google,37,LOCAL_V4,OK,6237.4,6.71101,235568,4.48,0.11,0:04.60,0,83808,1,21,0
web-Google,38,LOCAL_V4,OK,6133.6,5.02701,235484,4.53,0.16,0:04.69,0,83801,1,6,0
web-Google,39,LOCAL_V4,OK,6237.3,4.63979,235688,4.53,0.09,0:04.63,0,83801,1,12,0
web-Google,40,LOCAL_V4,OK,6133.6,4.44642,235504,4.44,0.14,0:04.59,0,83798,1,7,0
com-youtube,2,LOCAL_V4,OK,6237.4,944.7,402656,5.67,0.23,0:05.90,0,143018,1,14,0
com-youtube,3,LOCAL_V4,OK,15285.5,10110.5,375220,14.93,0.21,0:15.15,0,137425,1,25,0
com-youtube,4,LOCAL_V4,OK,21316.9,15568.2,383344,20.58,0.22,0:20.81,0,143557,1,30,0
com-youtube,5,LOCAL_V4,OK,18301.2,11412.6,373124,16.60,0.20,0:16.81,0,139931,1,13,0
com-youtube,6,LOCAL_V4,OK,18293.1,10251.7,349560,15.12,0.16,0:15.29,0,129949,1,17,0
com-youtube,7,LOCAL_V4,OK,12156.8,6162.43,330884,10.92,0.17,0:11.10,0,108227,1,10,0
com-youtube,8,LOCAL_V4,OK,9253.2,3888.9,317592,8.92,0.13,0:09.05,0,100902,1,19,0
com-youtube,9,LOCAL_V4,OK,9149.2,2389.91,306244,7.09,0.11,0:07.21,0,90193,1,8,0
com-youtube,10,LOCAL_V4,OK,6237.4,1072.55,298732,5.72,0.13,0:05.86,0,88312,1,11,0
com-youtube,11,LOCAL_V4,OK,6133.7,519.447,294288,5.16,0.16,0:05.33,0,87187,1,6,0
com-youtube,12,LOCAL_V4,OK,6237.5,170.005,291756,4.77,0.12,0:04.89,0,86547,1,6,0
com-youtube,13,LOCAL_V4,OK,6133.6,66.4875,290620,4.67,0.12,0:04.80,0,86270,1,6,0
com-youtube,14,LOCAL_V4,OK,6237.4,19.1788,290320,4.71,0.14,0:04.85,0,86151,1,10,0
com-youtube,15,LOCAL_V4,OK,6133.6,7.51079,290260,4.63,0.11,0:04.75,0,86113,1,6,0
com-youtube,16,LOCAL_V4,OK,6237.4,5.96067,290004,4.64,0.15,0:04.79,0,86104,1,5,0
com-youtube,17,LOCAL_V4,OK,6133.6,5.54167,289828,4.58,0.18,0:04.76,0,86102,1,6,0
web-it-2004,2,LOCAL_V4,OK,132892.9,5606.52,279416,131.69,0.21,2:11.91,0,132131,1,292,0
web-it-2004,3,LOCAL_V4,OK,138925.1,11710.5,276668,137.82,0.24,2:18.07,0,131091,1,165,0
web-it-2004,4,LOCAL_V4,OK,138925.1,11709.9,262736,138.14,0.19,2:18.34,0,127625,1,270,0
web-it-2004,5,LOCAL_V4,OK,138925.2,11625.7,260988,138.37,0.22,2:18.60,0,126974,1,249,0
web-it-2004,6,LOCAL_V4,OK,138912.1,11639.8,259068,136.82,0.19,2:17.02,0,126315,1,332,0
web-it-2004,7,LOCAL_V4,OK,138912.0,11696.1,254052,138.09,0.27,2:18.36,0,125538,2,210,0
web-it-2004,8,LOCAL_V4,OK,138925.4,11644.5,251544,136.90,0.21,2:17.11,0,124648,1,163,0
web-it-2004,9,LOCAL_V4,OK,141940.2,11785.2,248320,139.38,0.21,2:19.60,0,123634,1,330,0
web-it-2004,10,LOCAL_V4,OK,141941.5,15671.6,244920,141.72,0.18,2:21.91,0,122426,1,204,0
web-it-2004,11,LOCAL_V4,OK,138925.7,13479.3,240644,138.24,0.19,2:18.44,0,119364,1,273,0
web-it-2004,12,LOCAL_V4,OK,141941.3,13214.8,240476,139.14,0.20,2:19.35,0,118084,1,165,0
web-it-2004,13,LOCAL_V4,OK,138925.8,12909.8,240600,138.51,0.17,2:18.69,0,116705,1,373,0
web-it-2004,14,LOCAL_V4,OK,138925.9,13080,240728,137.84,0.22,2:18.07,0,115212,1,163,0
web-it-2004,15,LOCAL_V4,OK,141941.5,13156.6,240704,139.38,0.18,2:19.57,0,113601,1,361,0
web-it-2004,16,LOCAL_V4,OK,138925.6,12650,240812,137.53,0.20,2:17.73,0,111439,1,206,0
web-it-2004,17,LOCAL_V4,OK,141940.0,12621.1,203504,140.33,0.19,2:20.54,0,95266,1,276,0
web-it-2004,18,LOCAL_V4,OK,138925.0,12336.4,200620,138.36,0.18,2:18.55,0,93884,1,199,0
web-it-2004,19,LOCAL_V4,OK,141940.5,12664.7,199400,139.14,0.15,2:19.30,0,93007,1,233,0
web-it-2004,20,LOCAL_V4,OK,138924.9,12385.2,198260,138.52,0.21,2:18.74,0,92487,1,166,0
web-it-2004,21,LOCAL_V4,OK,141940.6,12603.7,197556,139.06,0.19,2:19.26,0,92111,1,261,0
web-it-2004,22,LOCAL_V4,OK,138925.5,12649.7,196856,138.59,0.18,2:18.78,0,91776,1,164,0
web-it-2004,23,LOCAL_V4,OK,138925.4,12545.5,196684,137.45,0.17,2:17.63,0,91631,1,277,0
web-it-2004,24,LOCAL_V4,OK,138925.5,12461.6,196580,138.62,0.14,2:18.77,0,91510,1,165,0
web-it-2004,25,LOCAL_V4,OK,138925.5,12196.9,196408,138.17,0.18,2:18.36,0,91390,1,336,0
web-it-2004,26,LOCAL_V4,OK,138905.3,12533.2,196244,137.51,0.15,2:17.66,0,91288,1,192,0
web-it-2004,27,LOCAL_V4,OK,141921.0,12420.7,196052,138.75,0.19,2:18.95,0,91178,1,303,0
web-it-2004,28,LOCAL_V4,OK,138925.6,12368.7,195808,138.41,0.18,2:18.60,0,91064,1,208,0
web-it-2004,29,LOCAL_V4,OK,138925.6,12469.6,195764,138.73,0.17,2:18.92,0,90955,1,287,0
web-it-2004,30,LOCAL_V4,OK,138924.3,12385.4,195516,137.58,0.19,2:17.78,0,90838,1,234,0
web-it-2004,31,LOCAL_V4,OK,138925.8,12344.6,195288,138.12,0.18,2:18.30,0,90721,1,180,0
web-it-2004,32,LOCAL_V4,OK,141941.4,12430,195212,139.04,0.19,2:19.24,0,90632,1,342,0
web-it-2004,33,LOCAL_V4,OK,138925.7,12444.6,195056,137.66,0.19,2:17.86,0,90555,1,163,0
web-it-2004,34,LOCAL_V4,OK,141941.8,12457,194904,138.94,0.22,2:19.17,0,90472,1,368,0
web-it-2004,35,LOCAL_V4,OK,138926.3,12409.7,194804,138.69,0.17,2:18.88,0,90392,1,170,0
