graph,base_edges,ratio,kept_edges,s,algorithm,run,time_ms,memory_kB,status
com-orkut,117185083,1.0,117185083,5,REF_R1,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,7,Ours_ST,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,7,REF_R1,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,9,Ours_ST,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,9,REF_R1,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,11,Ours_ST,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,11,REF_R1,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,13,Ours_ST,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,13,REF_R1,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,15,Ours_ST,0,,,TIMEOUT
com-orkut,117185083,1.0,117185083,15,REF_R1,0,,,TIMEOUT
