meta	phase	duration_ms	rss_kb	delta_rss_kb	component_bytes
graph=web-Stanford,r=1,s=10,algo=ref,run=0	prepareGraph	35.651	197488	3244	0
graph=web-Stanford,r=1,s=10,algo=ref,run=0	REF_initSupports	19.6053	197488	0	2255232
graph=web-Stanford,r=1,s=10,algo=ref,run=0	REF_heapBuild	13.0281	207520	10032	17322908
graph=web-Stanford,r=1,s=10,algo=ref,run=0	REF_peel_loop	210.069	267508	59988	0
graph=web-Stanford,r=1,s=10,algo=ref,run=0	dispatch_total	30.7354	267508	0	0
graph=web-Stanford,r=1,s=10,algo=ref,run=1	loadAndSort	1011.2	51716	49476	0
graph=web-Stanford,r=1,s=10,algo=ref,run=1	buildSDCT	5831.91	194128	142412	6286416
graph=web-Stanford,r=1,s=10,algo=ref,run=1	preMutation	0.403403	194128	0	0
graph=web-Stanford,r=1,s=10,algo=ref,run=1	prepareGraph	35.6542	197360	3232	0
graph=web-Stanford,r=1,s=10,algo=ref,run=1	REF_initSupports	19.5869	197360	0	2255232
graph=web-Stanford,r=1,s=10,algo=ref,run=1	REF_heapBuild	13.0531	207392	10032	17322908
graph=web-Stanford,r=1,s=10,algo=ref,run=1	REF_peel_loop	215.523	267320	59928	0
graph=web-Stanford,r=1,s=10,algo=ref,run=1	dispatch_total	32.017	267320	0	0
graph=web-Stanford,r=1,s=10,algo=ref,run=2	loadAndSort	1225.47	51436	49276	0
graph=web-Stanford,r=1,s=10,algo=ref,run=2	buildSDCT	5955.26	193848	142412	6286416
graph=web-Stanford,r=1,s=10,algo=ref,run=2	preMutation	0.410344	193848	0	0
graph=web-Stanford,r=1,s=10,algo=ref,run=2	prepareGraph	35.4654	197144	3296	0
graph=web-Stanford,r=1,s=10,algo=ref,run=2	REF_initSupports	19.5641	197144	0	2255232
graph=web-Stanford,r=1,s=10,algo=ref,run=2	REF_heapBuild	13.0461	207176	10032	17322908
graph=web-Stanford,r=1,s=10,algo=ref,run=2	REF_peel_loop	210.002	267104	59928	0
graph=web-Stanford,r=1,s=10,algo=ref,run=2	dispatch_total	30.8196	267104	0	0
graph=web-Stanford,r=1,s=20,algo=ours,run=0	loadAndSort	998.76	51780	49548	0
graph=web-Stanford,r=1,s=20,algo=ours,run=0	buildSDCT	5452.94	91240	39460	1086000
graph=web-Stanford,r=1,s=20,algo=ours,run=0	preMutation	0.54401	91240	0	0
graph=web-Stanford,r=1,s=20,algo=ours,run=0	prepareGraph	35.3912	93656	2416	0
graph=web-Stanford,r=1,s=20,algo=ours,run=0	dispatch_total	28.933	99788	6132	0
graph=web-Stanford,r=1,s=20,algo=ours,run=1	loadAndSort	1227.37	51640	49532	0
graph=web-Stanford,r=1,s=20,algo=ours,run=1	buildSDCT	5552.13	91160	39520	1086000
graph=web-Stanford,r=1,s=20,algo=ours,run=1	preMutation	0.55251	91160	0	0
graph=web-Stanford,r=1,s=20,algo=ours,run=1	prepareGraph	35.1388	93576	2416	0
graph=web-Stanford,r=1,s=20,algo=ours,run=1	dispatch_total	28.6566	99708	6132	0
graph=web-Stanford,r=1,s=20,algo=ours,run=2	loadAndSort	996.702	51520	49364	0
graph=web-Stanford,r=1,s=20,algo=ours,run=2	buildSDCT	5481.9	90980	39460	1086000
graph=web-Stanford,r=1,s=20,algo=ours,run=2	preMutation	0.569698	90980	0	0
graph=web-Stanford,r=1,s=20,algo=ours,run=2	prepareGraph	35.3135	93396	2416	0
graph=web-Stanford,r=1,s=20,algo=ours,run=2	dispatch_total	28.8996	99528	6132	0
graph=web-Stanford,r=1,s=20,algo=ref,run=0	loadAndSort	1228.56	51648	49476	0
graph=web-Stanford,r=1,s=20,algo=ref,run=0	buildSDCT	5577.05	106412	54764	1086000
graph=web-Stanford,r=1,s=20,algo=ref,run=0	preMutation	0.261568	106412	0	0
graph=web-Stanford,r=1,s=20,algo=ref,run=0	prepareGraph	35.2446	109640	3228	0
graph=web-Stanford,r=1,s=20,algo=ref,run=0	REF_initSupports	5.99047	109640	0	2255232
graph=web-Stanford,r=1,s=20,algo=ref,run=0	REF_heapBuild	8.11238	111752	2112	9522284
graph=web-Stanford,r=1,s=20,algo=ref,run=0	REF_peel_loop	77.4205	154784	43032	0
graph=web-Stanford,r=1,s=20,algo=ref,run=0	dispatch_total	6.29834	112060	-42724	0
graph=web-Stanford,r=1,s=20,algo=ref,run=1	loadAndSort	995.09	51752	49644	0
graph=web-Stanford,r=1,s=20,algo=ref,run=1	buildSDCT	5449.45	106516	54764	1086000
graph=web-Stanford,r=1,s=20,algo=ref,run=1	preMutation	0.254161	106516	0	0
graph=web-Stanford,r=1,s=20,algo=ref,run=1	prepareGraph	35.3054	109680	3164	0
graph=web-Stanford,r=1,s=20,algo=ref,run=1	REF_initSupports	6.00134	109680	0	2255232
graph=web-Stanford,r=1,s=20,algo=ref,run=1	REF_heapBuild	8.13974	111792	2112	9522284
graph=web-Stanford,r=1,s=20,algo=ref,run=1	REF_peel_loop	77.7953	154824	43032	0
graph=web-Stanford,r=1,s=20,algo=ref,run=1	dispatch_total	6.30459	112100	-42724	0
graph=web-Stanford,r=1,s=20,algo=ref,run=2	loadAndSort	1228	51560	49408	0
graph=web-Stanford,r=1,s=20,algo=ref,run=2	buildSDCT	5593.67	106324	54764	1086000
graph=web-Stanford,r=1,s=20,algo=ref,run=2	preMutation	0.26151	106324	0	0
graph=web-Stanford,r=1,s=20,algo=ref,run=2	prepareGraph	35.3646	109488	3164	0
graph=web-Stanford,r=1,s=20,algo=ref,run=2	REF_initSupports	5.99221	109488	0	2255232
graph=web-Stanford,r=1,s=20,algo=ref,run=2	REF_heapBuild	8.12265	111660	2172	9522284
graph=web-Stanford,r=1,s=20,algo=ref,run=2	REF_peel_loop	77.8934	154692	43032	0
graph=web-Stanford,r=1,s=20,algo=ref,run=2	dispatch_total	6.33765	111972	-42720	0
graph=web-Stanford,r=1,s=40,algo=ours,run=0	loadAndSort	1230.21	51564	49356	0
graph=web-Stanford,r=1,s=40,algo=ours,run=0	buildSDCT	5087.29	68336	16772	371232
graph=web-Stanford,r=1,s=40,algo=ours,run=0	preMutation	0.150304	68336	0	0
graph=web-Stanford,r=1,s=40,algo=ours,run=0	prepareGraph	35.2012	71316	2980	0
graph=web-Stanford,r=1,s=40,algo=ours,run=0	dispatch_total	9.59167	71316	0	0
graph=web-Stanford,r=1,s=40,algo=ours,run=1	loadAndSort	1002.1	51684	49472	0
graph=web-Stanford,r=1,s=40,algo=ours,run=1	buildSDCT	4998.4	68396	16712	371232
graph=web-Stanford,r=1,s=40,algo=ours,run=1	preMutation	0.14496	68396	0	0
graph=web-Stanford,r=1,s=40,algo=ours,run=1	prepareGraph	35.3525	71376	2980	0
graph=web-Stanford,r=1,s=40,algo=ours,run=1	dispatch_total	10.0701	71376	0	0
graph=web-Stanford,r=1,s=40,algo=ours,run=2	loadAndSort	1224.44	51564	49408	0
graph=web-Stanford,r=1,s=40,algo=ours,run=2	buildSDCT	5120.85	68276	16712	371232
graph=web-Stanford,r=1,s=40,algo=ours,run=2	preMutation	0.143616	68276	0	0
graph=web-Stanford,r=1,s=40,algo=ours,run=2	prepareGraph	35.1462	71256	2980	0
graph=web-Stanford,r=1,s=40,algo=ours,run=2	dispatch_total	9.62681	71256	0	0
graph=web-Stanford,r=1,s=40,algo=ref,run=0	loadAndSort	1034.45	51448	49292	0
graph=web-Stanford,r=1,s=40,algo=ref,run=0	buildSDCT	4997.77	83508	32060	371232
graph=web-Stanford,r=1,s=40,algo=ref,run=0	preMutation	0.075836	83508	0	0
graph=web-Stanford,r=1,s=40,algo=ref,run=0	prepareGraph	35.859	86424	2916	0
graph=web-Stanford,r=1,s=40,algo=ref,run=0	REF_initSupports	2.74002	86424	0	2255232
graph=web-Stanford,r=1,s=40,algo=ref,run=0	REF_heapBuild	6.91503	88536	2112	8450132
graph=web-Stanford,r=1,s=40,algo=ref,run=0	REF_peel_loop	49.5803	131304	42768	0
graph=web-Stanford,r=1,s=40,algo=ref,run=0	dispatch_total	2.8511	88668	-42636	0
graph=web-Stanford,r=1,s=40,algo=ref,run=1	loadAndSort	1224.79	51724	49580	0
graph=web-Stanford,r=1,s=40,algo=ref,run=1	buildSDCT	5190.6	83904	32180	371232
graph=web-Stanford,r=1,s=40,algo=ref,run=1	preMutation	0.074432	83904	0	0
graph=web-Stanford,r=1,s=40,algo=ref,run=1	prepareGraph	35.365	86768	2864	0
graph=web-Stanford,r=1,s=40,algo=ref,run=1	REF_initSupports	2.77255	86768	0	2255232
graph=web-Stanford,r=1,s=40,algo=ref,run=1	REF_heapBuild	6.90071	88880	2112	8450132
graph=web-Stanford,r=1,s=40,algo=ref,run=1	REF_peel_loop	49.333	131648	42768	0
graph=web-Stanford,r=1,s=40,algo=ref,run=1	dispatch_total	2.82373	89076	-42572	0
graph=web-Stanford,r=1,s=40,algo=ref,run=2	loadAndSort	1033	51712	49580	0
graph=web-Stanford,r=1,s=40,algo=ref,run=2	buildSDCT	4995.19	83892	32180	371232
graph=web-Stanford,r=1,s=40,algo=ref,run=2	preMutation	0.074714	83892	0	0
graph=web-Stanford,r=1,s=40,algo=ref,run=2	prepareGraph	35.9937	86756	2864	0
graph=web-Stanford,r=1,s=40,algo=ref,run=2	REF_initSupports	2.74255	86756	0	2255232
graph=web-Stanford,r=1,s=40,algo=ref,run=2	REF_heapBuild	6.98634	88868	2112	8450132
graph=web-Stanford,r=1,s=40,algo=ref,run=2	REF_peel_loop	49.5933	131636	42768	0
graph=web-Stanford,r=1,s=40,algo=ref,run=2	dispatch_total	2.86132	89064	-42572	0
graph=web-Stanford,r=1,s=60,algo=ours,run=0	loadAndSort	994.953	51484	49324	0
graph=web-Stanford,r=1,s=60,algo=ours,run=0	buildSDCT	4811.33	51756	272	576
graph=web-Stanford,r=1,s=60,algo=ours,run=0	preMutation	0.056763	51756	0	0
graph=web-Stanford,r=1,s=60,algo=ours,run=0	prepareGraph	34.8746	54152	2396	0
graph=web-Stanford,r=1,s=60,algo=ours,run=0	dispatch_total	1.36931	54152	0	0
graph=web-Stanford,r=1,s=60,algo=ours,run=1	loadAndSort	1223.73	51668	49500	0
graph=web-Stanford,r=1,s=60,algo=ours,run=1	buildSDCT	4910.18	51812	144	576
graph=web-Stanford,r=1,s=60,algo=ours,run=1	preMutation	0.05512	51812	0	0
graph=web-Stanford,r=1,s=60,algo=ours,run=1	prepareGraph	34.9552	54208	2396	0
graph=web-Stanford,r=1,s=60,algo=ours,run=1	dispatch_total	1.3604	54208	0	0
graph=web-Stanford,r=1,s=60,algo=ours,run=2	loadAndSort	1224.39	51668	49544	0
graph=web-Stanford,r=1,s=60,algo=ours,run=2	buildSDCT	4900.08	51876	208	576
graph=web-Stanford,r=1,s=60,algo=ours,run=2	preMutation	0.05741	51876	0	0
graph=web-Stanford,r=1,s=60,algo=ours,run=2	prepareGraph	34.967	54272	2396	0
graph=web-Stanford,r=1,s=60,algo=ours,run=2	dispatch_total	1.35692	54272	0	0
graph=web-Stanford,r=1,s=60,algo=ref,run=0	loadAndSort	993.808	51580	49416	0
graph=web-Stanford,r=1,s=60,algo=ref,run=0	buildSDCT	4806.88	66948	15368	576
graph=web-Stanford,r=1,s=60,algo=ref,run=0	preMutation	0.055568	66948	0	0
graph=web-Stanford,r=1,s=60,algo=ref,run=0	prepareGraph	35.7264	69464	2516	0
graph=web-Stanford,r=1,s=60,algo=ref,run=0	REF_initSupports	0.225253	69464	0	2255232
graph=web-Stanford,r=1,s=60,algo=ref,run=0	REF_heapBuild	6.41579	70256	792	7894148
graph=web-Stanford,r=1,s=60,algo=ref,run=0	REF_peel_loop	31.3038	113288	43032	0
graph=web-Stanford,r=1,s=60,algo=ref,run=0	dispatch_total	4.20566	70624	-42664	0
graph=web-Stanford,r=1,s=60,algo=ref,run=1	loadAndSort	1223.94	51740	49636	0
graph=web-Stanford,r=1,s=60,algo=ref,run=1	buildSDCT	4900.87	67108	15368	576
graph=web-Stanford,r=1,s=60,algo=ref,run=1	preMutation	0.057103	67108	0	0
graph=web-Stanford,r=1,s=60,algo=ref,run=1	prepareGraph	34.4245	69560	2452	0
graph=web-Stanford,r=1,s=60,algo=ref,run=1	REF_initSupports	0.182785	69560	0	2255232
graph=web-Stanford,r=1,s=60,algo=ref,run=1	REF_heapBuild	6.2821	70412	852	7894148
graph=web-Stanford,r=1,s=60,algo=ref,run=1	REF_peel_loop	31.085	113444	43032	0
graph=web-Stanford,r=1,s=60,algo=ref,run=1	dispatch_total	4.20548	70784	-42660	0
graph=web-Stanford,r=1,s=60,algo=ref,run=2	loadAndSort	1226.85	51736	49564	0
graph=web-Stanford,r=1,s=60,algo=ref,run=2	buildSDCT	4900.09	67104	15368	576
graph=web-Stanford,r=1,s=60,algo=ref,run=2	preMutation	0.059827	67104	0	0
graph=web-Stanford,r=1,s=60,algo=ref,run=2	prepareGraph	37.739	69492	2388	0
graph=web-Stanford,r=1,s=60,algo=ref,run=2	REF_initSupports	0.193796	69492	0	2255232
graph=web-Stanford,r=1,s=60,algo=ref,run=2	REF_heapBuild	6.32163	70284	792	7894148
graph=web-Stanford,r=1,s=60,algo=ref,run=2	REF_peel_loop	31.2534	113316	43032	0
graph=web-Stanford,r=1,s=60,algo=ref,run=2	dispatch_total	4.23445	70716	-42600	0
graph=web-it-2004,r=1,s=3,algo=ours,run=0	loadAndSort	3490.5	142088	139940	0
graph=web-it-2004,r=1,s=3,algo=ours,run=0	buildSDCT	124074	425232	283144	13119216
graph=web-it-2004,r=1,s=3,algo=ours,run=0	preMutation	0.489479	425232	0	0
graph=web-it-2004,r=1,s=3,algo=ours,run=0	prepareGraph	92.3583	415500	-9732	0
graph=web-it-2004,r=1,s=3,algo=ours,run=0	dispatch_total	346.701	435084	19584	0
graph=web-it-2004,r=1,s=3,algo=ours,run=1	loadAndSort	3018.28	142200	139968	0
graph=web-it-2004,r=1,s=3,algo=ours,run=1	buildSDCT	124664	425280	283080	13119216
graph=web-it-2004,r=1,s=3,algo=ours,run=1	preMutation	0.478296	425280	0	0
graph=web-it-2004,r=1,s=3,algo=ours,run=1	prepareGraph	91.8265	415548	-9732	0
graph=web-it-2004,r=1,s=3,algo=ours,run=1	dispatch_total	351.011	435132	19584	0
graph=web-it-2004,r=1,s=3,algo=ours,run=2	loadAndSort	3389	141960	139804	0
graph=web-it-2004,r=1,s=3,algo=ours,run=2	buildSDCT	124070	425040	283080	13119216
graph=web-it-2004,r=1,s=3,algo=ours,run=2	preMutation	0.536404	425040	0	0
graph=web-it-2004,r=1,s=3,algo=ours,run=2	prepareGraph	123.7	415308	-9732	0
graph=web-it-2004,r=1,s=3,algo=ours,run=2	dispatch_total	360.45	434892	19584	0
graph=web-it-2004,r=1,s=3,algo=ref,run=0	loadAndSort	3382.78	142256	140132	0
graph=web-it-2004,r=1,s=3,algo=ref,run=0	buildSDCT	123824	453100	310844	13119216
graph=web-it-2004,r=1,s=3,algo=ref,run=0	preMutation	0.526814	453100	0	0
graph=web-it-2004,r=1,s=3,algo=ref,run=0	prepareGraph	87.1747	443532	-9568	0
graph=web-it-2004,r=1,s=3,algo=ref,run=0	REF_initSupports	46.3071	447488	3956	4074712
graph=web-it-2004,r=1,s=3,algo=ref,run=0	REF_heapBuild	42.9383	474416	26928	33940288
graph=web-it-2004,r=1,s=3,algo=ref,run=0	REF_peel_loop	472.233	569720	95304	0
graph=web-it-2004,r=1,s=3,algo=ref,run=0	dispatch_total	89.2852	569720	0	0
graph=web-it-2004,r=1,s=3,algo=ref,run=1	loadAndSort	3362.98	142216	140044	0
graph=web-it-2004,r=1,s=3,algo=ref,run=1	buildSDCT	131906	453120	310904	13119216
graph=web-it-2004,r=1,s=3,algo=ref,run=1	preMutation	0.534929	453120	0	0
graph=web-it-2004,r=1,s=3,algo=ref,run=1	prepareGraph	87.4099	443616	-9504	0
graph=web-it-2004,r=1,s=3,algo=ref,run=1	REF_initSupports	46.3133	447572	3956	4074712
graph=web-it-2004,r=1,s=3,algo=ref,run=1	REF_heapBuild	41.7936	474500	26928	33940288
graph=web-it-2004,r=1,s=3,algo=ref,run=1	REF_peel_loop	465.876	569804	95304	0
graph=web-it-2004,r=1,s=3,algo=ref,run=1	dispatch_total	88.9067	569804	0	0
graph=web-it-2004,r=1,s=3,algo=ref,run=2	loadAndSort	3378.19	142056	139896	0
graph=web-it-2004,r=1,s=3,algo=ref,run=2	buildSDCT	125259	452928	310872	13119216
graph=web-it-2004,r=1,s=3,algo=ref,run=2	preMutation	0.536241	452928	0	0
graph=web-it-2004,r=1,s=3,algo=ref,run=2	prepareGraph	87.2115	443332	-9596	0
graph=web-it-2004,r=1,s=3,algo=ref,run=2	REF_initSupports	46.5631	447308	3976	4074712
graph=web-it-2004,r=1,s=3,algo=ref,run=2	REF_heapBuild	42.0023	474344	27036	33940288
graph=web-it-2004,r=1,s=3,algo=ref,run=2	REF_peel_loop	465.551	569692	95348	0
graph=web-it-2004,r=1,s=3,algo=ref,run=2	dispatch_total	89.2609	569692	0	0
graph=web-it-2004,r=1,s=10,algo=ours,run=0	loadAndSort	3397.98	142316	140140	0
graph=web-it-2004,r=1,s=10,algo=ours,run=0	buildSDCT	124472	366584	224268	6600312
graph=web-it-2004,r=1,s=10,algo=ours,run=0	preMutation	0.885769	366584	0	0
graph=web-it-2004,r=1,s=10,algo=ours,run=0	prepareGraph	86.9423	356840	-9744	0
graph=web-it-2004,r=1,s=10,algo=ours,run=0	dispatch_total	272.631	364220	7380	0
graph=web-it-2004,r=1,s=10,algo=ours,run=1	loadAndSort	3382.83	142112	139956	0
graph=web-it-2004,r=1,s=10,algo=ours,run=1	buildSDCT	124027	366380	224268	6600312
graph=web-it-2004,r=1,s=10,algo=ours,run=1	preMutation	0.907001	366380	0	0
graph=web-it-2004,r=1,s=10,algo=ours,run=1	prepareGraph	86.854	356636	-9744	0
graph=web-it-2004,r=1,s=10,algo=ours,run=1	dispatch_total	274.868	364016	7380	0
graph=web-it-2004,r=1,s=10,algo=ours,run=2	loadAndSort	3440.37	142372	140252	0
graph=web-it-2004,r=1,s=10,algo=ours,run=2	buildSDCT	132278	366576	224204	6600312
graph=web-it-2004,r=1,s=10,algo=ours,run=2	preMutation	0.909915	366576	0	0
graph=web-it-2004,r=1,s=10,algo=ours,run=2	prepareGraph	86.8118	356832	-9744	0
graph=web-it-2004,r=1,s=10,algo=ours,run=2	dispatch_total	274.297	364212	7380	0
graph=web-it-2004,r=1,s=10,algo=ref,run=0	loadAndSort	3423.18	141964	139800	0
graph=web-it-2004,r=1,s=10,algo=ref,run=0	buildSDCT	133303	393936	251972	6600312
graph=web-it-2004,r=1,s=10,algo=ref,run=0	preMutation	0.665306	393936	0	0
graph=web-it-2004,r=1,s=10,algo=ref,run=0	prepareGraph	86.8619	384556	-9380	0
graph=web-it-2004,r=1,s=10,algo=ref,run=0	REF_initSupports	29.83	384556	0	4074712
graph=web-it-2004,r=1,s=10,algo=ref,run=0	REF_heapBuild	35.768	406992	22436	24161932
graph=web-it-2004,r=1,s=10,algo=ref,run=0	REF_peel_loop	390.196	486984	79992	0
graph=web-it-2004,r=1,s=10,algo=ref,run=0	dispatch_total	51.6389	486984	0	0
graph=web-it-2004,r=1,s=10,algo=ref,run=1	loadAndSort	3419.43	142172	140064	0
graph=web-it-2004,r=1,s=10,algo=ref,run=1	buildSDCT	127469	394144	251972	6600312
graph=web-it-2004,r=1,s=10,algo=ref,run=1	preMutation	0.622249	394144	0	0
graph=web-it-2004,r=1,s=10,algo=ref,run=1	prepareGraph	85.7173	384764	-9380	0
graph=web-it-2004,r=1,s=10,algo=ref,run=1	REF_initSupports	29.4075	384764	0	4074712
graph=web-it-2004,r=1,s=10,algo=ref,run=1	REF_heapBuild	36.2884	407200	22436	24161932
graph=web-it-2004,r=1,s=10,algo=ref,run=1	REF_peel_loop	386.067	487192	79992	0
graph=web-it-2004,r=1,s=10,algo=ref,run=1	dispatch_total	48.9805	487192	0	0
graph=web-it-2004,r=1,s=10,algo=ref,run=2	loadAndSort	3372.33	142292	140168	0
graph=web-it-2004,r=1,s=10,algo=ref,run=2	buildSDCT	127613	394264	251972	6600312
graph=web-it-2004,r=1,s=10,algo=ref,run=2	preMutation	0.668392	394264	0	0
graph=web-it-2004,r=1,s=10,algo=ref,run=2	prepareGraph	87.003	384820	-9444	0
graph=web-it-2004,r=1,s=10,algo=ref,run=2	REF_initSupports	29.6675	384820	0	4074712
graph=web-it-2004,r=1,s=10,algo=ref,run=2	REF_heapBuild	35.3605	407316	22496	24161932
graph=web-it-2004,r=1,s=10,algo=ref,run=2	REF_peel_loop	391.014	487308	79992	0
graph=web-it-2004,r=1,s=10,algo=ref,run=2	dispatch_total	50.403	487308	0	0
graph=web-it-2004,r=1,s=30,algo=ours,run=0	loadAndSort	3412.58	142244	140120	0
graph=web-it-2004,r=1,s=30,algo=ours,run=0	buildSDCT	122558	218524	76280	564672
graph=web-it-2004,r=1,s=30,algo=ours,run=0	preMutation	0.72731	218524	0	0
graph=web-it-2004,r=1,s=30,algo=ours,run=0	prepareGraph	79.2937	205012	-13512	0
graph=web-it-2004,r=1,s=30,algo=ours,run=0	dispatch_total	63.5729	236160	31148	0
graph=web-it-2004,r=1,s=30,algo=ours,run=1	loadAndSort	3039.18	142168	139996	0
graph=web-it-2004,r=1,s=30,algo=ours,run=1	buildSDCT	124074	218448	76280	564672
graph=web-it-2004,r=1,s=30,algo=ours,run=1	preMutation	0.716769	218448	0	0
graph=web-it-2004,r=1,s=30,algo=ours,run=1	prepareGraph	78.3932	204872	-13576	0
graph=web-it-2004,r=1,s=30,algo=ours,run=1	dispatch_total	64.3902	236080	31208	0
graph=web-it-2004,r=1,s=30,algo=ours,run=2	loadAndSort	3371.52	142052	139900	0
graph=web-it-2004,r=1,s=30,algo=ours,run=2	buildSDCT	121929	218328	76276	564672
graph=web-it-2004,r=1,s=30,algo=ours,run=2	preMutation	0.741721	218328	0	0
graph=web-it-2004,r=1,s=30,algo=ours,run=2	prepareGraph	78.8407	204752	-13576	0
graph=web-it-2004,r=1,s=30,algo=ours,run=2	dispatch_total	63.9351	235960	31208	0
graph=web-it-2004,r=1,s=30,algo=ref,run=0	loadAndSort	3378.64	142148	140000	0
graph=web-it-2004,r=1,s=30,algo=ref,run=0	buildSDCT	122658	246400	104252	564672
graph=web-it-2004,r=1,s=30,algo=ref,run=0	preMutation	0.547085	246400	0	0
graph=web-it-2004,r=1,s=30,algo=ref,run=0	prepareGraph	82.5587	232836	-13564	0
graph=web-it-2004,r=1,s=30,algo=ref,run=0	REF_initSupports	11.0713	232836	0	4074712
graph=web-it-2004,r=1,s=30,algo=ref,run=0	REF_heapBuild	19.5668	246824	13988	15108472
graph=web-it-2004,r=1,s=30,algo=ref,run=0	REF_peel_loop	173.709	322328	75504	0
graph=web-it-2004,r=1,s=30,algo=ref,run=0	dispatch_total	7.26441	247020	-75308	0
graph=web-it-2004,r=1,s=30,algo=ref,run=1	loadAndSort	3037.48	142192	140052	0
graph=web-it-2004,r=1,s=30,algo=ref,run=1	buildSDCT	123127	246324	104132	564672
graph=web-it-2004,r=1,s=30,algo=ref,run=1	preMutation	0.559718	246324	0	0
graph=web-it-2004,r=1,s=30,algo=ref,run=1	prepareGraph	82.4491	232816	-13508	0
graph=web-it-2004,r=1,s=30,algo=ref,run=1	REF_initSupports	10.9738	232816	0	4074712
graph=web-it-2004,r=1,s=30,algo=ref,run=1	REF_heapBuild	19.4824	246804	13988	15108472
graph=web-it-2004,r=1,s=30,algo=ref,run=1	REF_peel_loop	173.212	322308	75504	0
graph=web-it-2004,r=1,s=30,algo=ref,run=1	dispatch_total	6.8079	246936	-75372	0
graph=web-it-2004,r=1,s=30,algo=ref,run=2	loadAndSort	3033.38	142224	140080	0
graph=web-it-2004,r=1,s=30,algo=ref,run=2	buildSDCT	121829	246092	103868	564672
graph=web-it-2004,r=1,s=30,algo=ref,run=2	preMutation	0.554755	246092	0	0
graph=web-it-2004,r=1,s=30,algo=ref,run=2	prepareGraph	82.317	232780	-13312	0
graph=web-it-2004,r=1,s=30,algo=ref,run=2	REF_initSupports	10.8807	232780	0	4074712
graph=web-it-2004,r=1,s=30,algo=ref,run=2	REF_heapBuild	19.5363	246768	13988	15108472
graph=web-it-2004,r=1,s=30,algo=ref,run=2	REF_peel_loop	174.97	322272	75504	0
graph=web-it-2004,r=1,s=30,algo=ref,run=2	dispatch_total	6.7307	246900	-75372	0
graph=web-it-2004,r=1,s=100,algo=ours,run=0	loadAndSort	3386.15	142168	140028	0
graph=web-it-2004,r=1,s=100,algo=ours,run=0	buildSDCT	131509	199172	57004	261000
graph=web-it-2004,r=1,s=100,algo=ours,run=0	preMutation	0.300624	199172	0	0
graph=web-it-2004,r=1,s=100,algo=ours,run=0	prepareGraph	82.7575	185596	-13576	0
graph=web-it-2004,r=1,s=100,algo=ours,run=0	dispatch_total	40.0733	211788	26192	0
graph=web-it-2004,r=1,s=100,algo=ours,run=1	loadAndSort	3407.34	142272	140048	0
graph=web-it-2004,r=1,s=100,algo=ours,run=1	buildSDCT	121891	199212	56940	261000
graph=web-it-2004,r=1,s=100,algo=ours,run=1	preMutation	0.311509	199212	0	0
graph=web-it-2004,r=1,s=100,algo=ours,run=1	prepareGraph	82.3931	185636	-13576	0
graph=web-it-2004,r=1,s=100,algo=ours,run=1	dispatch_total	40.1333	211768	26132	0
graph=web-it-2004,r=1,s=100,algo=ours,run=2	loadAndSort	3431.34	142236	140064	0
graph=web-it-2004,r=1,s=100,algo=ours,run=2	buildSDCT	120497	199176	56940	261000
graph=web-it-2004,r=1,s=100,algo=ours,run=2	preMutation	0.307925	199176	0	0
graph=web-it-2004,r=1,s=100,algo=ours,run=2	prepareGraph	84.4499	185600	-13576	0
graph=web-it-2004,r=1,s=100,algo=ours,run=2	dispatch_total	42.1194	211792	26192	0
graph=web-it-2004,r=1,s=100,algo=ref,run=0	loadAndSort	3388.86	142216	140072	0
graph=web-it-2004,r=1,s=100,algo=ref,run=0	buildSDCT	121085	226812	84596	261000
graph=web-it-2004,r=1,s=100,algo=ref,run=0	preMutation	0.346926	226812	0	0
graph=web-it-2004,r=1,s=100,algo=ref,run=0	prepareGraph	82.1137	213500	-13312	0
graph=web-it-2004,r=1,s=100,algo=ref,run=0	REF_initSupports	8.20788	213500	0	4074712
graph=web-it-2004,r=1,s=100,algo=ref,run=0	REF_heapBuild	16.4109	227224	13724	14652964
graph=web-it-2004,r=1,s=100,algo=ref,run=0	REF_peel_loop	135.046	302992	75768	0
graph=web-it-2004,r=1,s=100,algo=ref,run=0	dispatch_total	4.83871	227616	-75376	0
graph=web-it-2004,r=1,s=100,algo=ref,run=1	loadAndSort	3377.37	142260	140128	0
graph=web-it-2004,r=1,s=100,algo=ref,run=1	buildSDCT	121347	226856	84596	261000
graph=web-it-2004,r=1,s=100,algo=ref,run=1	preMutation	0.354557	226856	0	0
graph=web-it-2004,r=1,s=100,algo=ref,run=1	prepareGraph	82.2078	213540	-13316	0
graph=web-it-2004,r=1,s=100,algo=ref,run=1	REF_initSupports	8.24977	213540	0	4074712
graph=web-it-2004,r=1,s=100,algo=ref,run=1	REF_heapBuild	16.4454	227264	13724	14652964
graph=web-it-2004,r=1,s=100,algo=ref,run=1	REF_peel_loop	135.877	303032	75768	0
graph=web-it-2004,r=1,s=100,algo=ref,run=1	dispatch_total	4.8895	227656	-75376	0
graph=web-it-2004,r=1,s=100,algo=ref,run=2	loadAndSort	3029.76	142092	139940	0
graph=web-it-2004,r=1,s=100,algo=ref,run=2	buildSDCT	122222	226688	84596	261000
graph=web-it-2004,r=1,s=100,algo=ref,run=2	preMutation	0.34556	226688	0	0
graph=web-it-2004,r=1,s=100,algo=ref,run=2	prepareGraph	81.9583	213312	-13376	0
