graph,r,s,regions,tuples,rn_mce_s,rn_support_s,rn_total_s,rn_verify,cpi_sdct_s,cpi_mcenum_s,cpi_count_s,cpi_pathinfo_s,cpi_total_s,speedup
web-it-2004,4,18,10052,22694,5.67,0.01,5.68,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,4,19,5796,20792,5.68,0.01,5.69,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,4,20,4095,20289,5.79,0.01,5.8,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,6,83925,550475,5.57,3.8,9.37,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,7,83442,375828,5.66,3.73,9.39,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,8,82817,340275,5.88,3.69,9.57,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,9,81738,320949,5.57,3.19,8.76,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,10,78781,217671,5.67,1.12,6.79,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,11,51851,137204,5.79,0.31,6.1,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,12,51659,128857,5.57,0.31,5.88,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,13,51527,114012,5.56,0.3,5.86,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,14,51088,106183,5.68,0.28,5.96,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,15,49948,96825,5.76,0.26,6.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,16,44348,80851,5.69,0.15,5.84,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,17,14950,68156,5.59,0.02,5.61,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,18,10052,65081,5.78,0.02,5.8,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,19,5796,58204,5.78,0.02,5.8,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,5,20,4095,57073,5.56,0.02,5.58,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,7,83442,758151,5.57,4.53,10.1,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,8,82817,684406,5.66,4.38,10.04,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,9,81738,645068,5.87,3.85,9.72,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,10,78781,490459,5.69,1.34,7.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,11,51851,357913,6.0,0.38,6.38,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,12,51659,336364,5.56,0.37,5.93,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,13,51527,286165,5.58,0.35,5.93,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,14,51088,267934,5.76,0.34,6.1,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,15,49948,241146,5.94,0.31,6.25,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,16,44348,205577,5.7,0.19,5.89,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,17,14950,168794,5.68,0.04,5.72,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,18,10052,162103,5.68,0.04,5.72,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,19,5796,140426,5.63,0.03,5.66,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,6,20,4095,138241,5.67,0.03,5.7,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,8,82817,1435719,5.66,4.66,10.32,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,9,81738,1348834,5.73,4.18,9.91,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,10,78781,1098772,5.56,1.57,7.13,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,11,51851,853913,5.72,0.51,6.23,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,12,51659,806173,5.9,0.48,6.38,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,13,51527,656221,5.56,0.45,6.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,14,51088,617340,5.69,0.42,6.11,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,15,49948,548876,5.71,0.39,6.1,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,16,44348,472537,5.73,0.26,5.99,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,17,14950,371390,5.65,0.08,5.73,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,18,10052,358460,5.74,0.08,5.82,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,19,5796,299590,5.57,0.06,5.63,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,7,20,4095,295938,5.85,0.06,5.91,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,9,81738,2740535,5.59,4.81,10.4,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,10,78781,2351053,5.68,1.98,7.66,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,11,51851,1872330,5.99,0.74,6.73,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,12,51659,1779238,5.67,0.7,6.37,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,13,51527,1377157,5.71,0.61,6.32,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,14,51088,1298033,5.68,0.59,6.27,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,15,49948,1139753,5.92,0.53,6.45,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,16,44348,991899,5.68,0.38,6.06,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,17,14950,737283,5.82,0.15,5.97,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,18,10052,714963,5.65,0.15,5.8,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,19,5796,576058,5.64,0.12,5.76,?,-0.001,-0.001,-0.001,-0.001,-1,-1
web-it-2004,8,20,4095,570682,5.66,0.12,5.78,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,4,8093,305462,0.18,14.02,14.2,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,5,5271,299572,0.22,13.77,13.99,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,6,4024,293108,0.22,13.56,13.78,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,7,3419,280203,0.22,13.09,13.31,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,8,3080,261891,0.18,12.71,12.89,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,9,2816,253249,0.17,11.91,12.08,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,10,2564,242277,0.22,11.62,11.84,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,11,2365,237745,0.18,11.32,11.5,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,12,2131,225383,0.22,10.53,10.75,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,13,1876,218423,0.18,9.41,9.59,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,14,1639,213244,0.18,8.52,8.7,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,15,1430,205037,0.18,7.93,8.11,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,16,1273,194648,0.22,7.0,7.22,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,17,1125,191707,0.18,6.37,6.55,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,18,1024,188883,0.22,5.77,5.99,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,19,884,179297,0.18,5.19,5.37,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,3,20,774,176097,0.18,4.21,4.39,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,5,5271,3272778,0.22,21.87,22.09,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,6,4024,3218437,0.22,22.12,22.34,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,7,3419,3052093,0.22,20.25,20.47,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,8,3080,2775416,0.22,19.78,20.0,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,9,2816,2684378,0.22,19.05,19.27,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,10,2564,2553613,0.22,18.54,18.76,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,11,2365,2522843,0.18,17.39,17.57,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,12,2131,2347500,0.22,16.4,16.62,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,13,1876,2278284,0.22,15.4,15.62,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,14,1639,2242362,0.22,13.99,14.21,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,15,1430,2144878,0.22,12.82,13.04,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,16,1273,2014320,0.22,11.24,11.46,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,17,1125,1999175,0.18,10.06,10.24,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,18,1024,1981584,0.22,9.54,9.76,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,19,884,1888930,0.18,8.5,8.68,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,4,20,774,1869012,0.17,7.3,7.47,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,6,4024,28097888,0.22,63.33,63.55,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,7,3419,26359795,0.22,58.46,58.68,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,8,3080,23139151,0.22,52.27,52.49,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,9,2816,22273543,0.22,51.45,51.67,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,10,2564,20906671,0.22,47.22,47.44,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,11,2365,20708289,0.22,46.32,46.54,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,12,2131,18787202,0.17,41.49,41.66,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,13,1876,18169979,0.22,38.5,38.72,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,14,1639,17961578,0.22,36.53,36.75,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,15,1430,16990257,0.17,32.05,32.22,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,16,1273,15742013,0.22,28.43,28.65,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,17,1125,15688375,0.22,26.79,27.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,18,1024,15610574,0.22,24.53,24.75,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,19,884,14871002,0.22,22.05,22.27,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,5,20,774,14785961,0.22,19.95,20.17,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,7,3419,190140776,0.22,289.24,289.46,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,8,3080,160800839,0.22,247.06,247.28,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,9,2816,154072212,0.22,239.22,239.44,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,10,2564,142271781,0.22,209.44,209.66,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,11,2365,141149593,0.22,206.95,207.17,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,12,2131,124382323,0.22,179.76,179.98,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,13,1876,119653937,0.22,166.54,166.76,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,14,1639,118599793,0.22,154.36,154.58,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,15,1430,110438414,0.22,136.16,136.38,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,16,1273,100805190,0.22,119.0,119.22,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,17,1125,100667886,0.22,109.6,109.82,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,18,1024,100395017,0.22,101.64,101.86,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,19,884,95328909,0.22,90.5,90.72,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,6,20,774,95063625,0.22,82.22,82.44,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-HepPh,7,8,-1,-1,-1,-1,-1,TIMEOUT,-1,-1,-1,-1,-1,-1
ca-HepPh,8,9,-1,-1,-1,-1,-1,TIMEOUT,-1,-1,-1,-1,-1,-1
