u,v,mismatches,fallback,region,pinned,rounds,pops,changed,insert_us,error
780,8517,0,0,3,76,1,21,2,1445218.0,
2494,3242,0,0,681,25367,1,2006,4,850876.0,
8467,13050,0,0,2,83,1,17,1,814150.0,
1573,12992,0,0,1673,34308,1,9477,2,428405.0,
335,12582,0,0,1377,32334,1,1500,1,386795.0,
1632,8069,0,0,0,0,0,0,0,1.0,
1475,30654,0,0,496,22126,1,9600,1,1089025.0,
517,2146,0,0,1319,31804,1,1579,6,368956.0,
11473,37518,0,0,2405,38521,1,7991,1,392568.0,
722,7106,0,0,542,22659,1,5538,1,1320152.0,
16243,38377,0,0,0,0,0,0,0,2.0,
12829,27711,0,0,79,2803,1,438,14,6915.0,
9020,42402,0,0,822,25052,1,8008,1,480927.0,
122,530,0,0,2084,36770,1,4929,19,412848.0,
6510,17857,0,0,2,60,1,10,1,347573.0,
8428,9061,0,0,0,0,0,0,0,2.0,
363,1999,0,0,2152,37227,1,6126,29,401595.0,
3822,55207,0,0,0,0,0,0,0,1.0,
22567,37145,0,0,2,4,1,3,1,347.0,
633,814,0,0,542,22692,1,1939,1,1176430.0,
338,344,0,0,941,29393,1,5844,14,356801.0,
2604,18826,0,0,1732,34967,1,3195,4,359443.0,
1745,2720,0,0,810,26775,1,1336,1,298485.0,
737,1130,0,0,1126,30597,1,3805,8,536433.0,
8540,16998,0,0,5,155,1,69,1,2915.0,
13399,22591,0,0,10,253,1,54,1,2275.0,
4347,6407,0,0,1429,33596,1,3409,1,355736.0,
539,42692,0,0,0,0,0,0,0,7.0,
12991,13010,0,0,2079,36693,1,38772,1,407634.0,
1152,2421,0,0,835,26497,1,1333,1,452724.0,
55729,69004,0,0,0,0,0,0,0,1.0,
89,7022,0,0,567,23277,1,1551,3,362481.0,
566,71904,0,0,0,0,0,0,0,2.0,
42,1394,0,0,290,18133,1,3703,3,1107773.0,
1120,13032,0,0,1117,30650,1,5702,5,519856.0,
1961,6002,0,0,526,22710,1,10788,1,1337171.0,
727,9739,0,0,113,7188,1,5916,1,9844.0,
114,1108,0,0,1886,35805,1,6178,26,364925.0,
522,673,0,0,1161,30807,1,4985,17,471005.0,
4722,5361,0,0,9,953,1,247,1,163138.0,
19402,68090,0,0,0,0,0,0,0,1.0,
1116,71914,0,0,0,0,0,0,0,7.0,
528,6145,0,0,1439,32417,1,1701,5,352029.0,
9603,31406,0,0,46,3249,1,1612,1,18438.0,
3104,4955,0,0,2730,39857,1,7675,20,360869.0,
1937,15787,0,0,830,28175,1,29005,2,761836.0,
8811,25893,0,0,3,88,1,7,2,1701824.0,
2538,8496,0,0,1512,33540,1,2140,2,335848.0,
280,29256,0,0,0,0,0,0,0,2.0,
717,1931,0,0,1760,35105,1,3922,7,349936.0,
274,509,0,0,1435,32541,1,15456,39,453079.0,
643,646,0,0,1497,33079,1,5692,14,359153.0,
29186,29188,0,0,2,5,1,4,1,369.0,
4466,27283,0,0,0,0,0,0,0,1.0,
3978,16098,0,0,1286,31638,1,8211,1,358851.0,
711,3979,0,0,1682,34197,1,3515,5,378730.0,
30428,47764,0,0,0,0,0,0,0,1.0,
5260,14935,0,0,992,29400,1,7552,1,624632.0,
2137,21739,0,0,392,20412,1,9777,1,1127957.0,
5195,20848,0,0,983,29410,1,4585,2,618566.0,
1956,42676,0,0,0,0,0,0,0,1.0,
1533,1578,0,0,1882,35981,1,3281,0,364376.0,
537,5001,0,0,2,94,1,11,1,501488.0,
270,435,0,0,987,29394,1,1178,2,371432.0,
3271,18579,0,0,4,50,1,13,3,594924.0,
3000,3020,0,0,2062,36358,1,3292,25,378540.0,
154,1169,0,0,1968,36109,1,6963,32,413847.0,
37331,61005,0,0,2,4,1,5,1,273.0,
71,1229,0,0,801,26952,1,1568,2,279398.0,
186,2646,0,0,2194,37560,1,6488,59,391803.0,
306,1972,0,0,1974,36320,1,6541,52,388702.0,
7751,32704,0,0,0,0,0,0,0,1.0,
326,336,0,0,631,24728,1,4385,2,273344.0,
12582,18139,0,0,1377,32334,1,1493,1,343522.0,
2119,14897,0,0,468,21668,1,3649,1,301569.0,
6056,64154,0,0,0,0,0,0,0,0.0,
108,275,0,0,1627,33989,1,7057,35,388423.0,
1813,45371,0,0,529,22533,1,10758,1,304790.0,
1771,4250,0,0,1382,32256,1,4445,5,380066.0,
6050,22180,0,0,1872,36014,1,10396,1,387954.0,
2660,19226,0,0,0,0,0,0,0,1.0,
3684,4737,0,0,431,18497,1,13695,1,173740.0,
663,1203,0,0,866,27349,1,4746,4,338136.0,
4275,26651,0,0,719,26231,1,26950,1,349475.0,
14,75134,0,0,0,0,0,0,0,1.0,
12544,44219,0,0,0,0,0,0,0,2.0,
20279,23158,0,0,1988,36122,1,5900,10,371030.0,
200,1055,0,0,1185,29020,1,14940,2,349835.0,
12636,25570,0,0,0,0,0,0,0,1.0,
3920,13288,0,0,0,0,0,0,0,1.0,
32878,70400,0,0,0,0,0,0,0,1.0,
722,1795,0,0,1168,30820,1,3431,6,410867.0,
56551,71664,0,0,0,0,0,0,0,1.0,
8611,13302,0,0,1075,29922,1,3743,1,516622.0,
1282,12057,0,0,0,0,0,0,0,1.0,
190,3643,0,0,1233,30508,1,3224,3,336822.0,
957,6939,0,0,1023,29927,1,11942,3,447545.0,
2178,15175,0,0,0,0,0,0,0,1.0,
323,2758,0,0,166,14233,1,4452,1,338145.0,
2495,8460,0,0,1646,33533,1,3176,1,353332.0,
7,2924,0,0,1314,32320,1,2140,145,372669.0,
20580,64569,0,0,0,0,0,0,0,1.0,
19797,60959,0,0,0,0,0,0,0,1.0,
713,795,0,0,997,29398,1,3429,22,484339.0,
3126,6722,0,0,25,2183,1,89,1,43093.0,
44333,53443,0,0,3,13,1,6,1,341.0,
380,6191,0,0,215,16310,1,6145,1,841974.0,
3254,21671,0,0,44,1940,1,830,2,8488.0,
183,14729,0,0,164,14122,1,4562,1,1673792.0,
7647,63944,0,0,0,0,0,0,0,3.0,
1016,1104,0,0,1762,35027,1,3763,4,368137.0,
8510,9118,0,0,2692,39599,1,5120,7,383863.0,
3254,16736,0,0,84,3816,1,981,1,517509.0,
6489,17944,0,0,1006,29464,1,6242,6,398663.0,
488,1778,0,0,700,25711,1,3470,4,763950.0,
306,1958,0,0,408,20524,1,2387,1,1071206.0,
1677,13723,0,0,2,1684,1,1626,1,43187.0,
44943,73015,0,0,0,0,0,0,0,2.0,
334,4723,0,0,562,23004,1,4560,2,314455.0,
3984,5060,0,0,5,309,1,32,1,336668.0,
3719,3762,0,0,2002,36401,1,3868,21,367075.0,
0,1392,0,0,1056,29749,1,3758,6,399763.0,
6138,22334,0,0,1110,30614,1,7461,1,383059.0,
1151,4133,0,0,0,0,0,0,0,2.0,
2926,9778,0,0,0,0,0,0,0,1.0,
25,1525,0,0,893,28904,1,3033,13,506094.0,
191,2244,0,0,361,19234,1,3416,2,285191.0,
1542,4443,0,0,698,25803,1,3470,1,714198.0,
1073,4886,0,0,1112,30091,1,1229,2,341741.0,
615,1984,0,0,1997,36624,1,11800,5,368760.0,
96,4523,0,0,2,357,1,226,1,1567752.0,
618,2134,0,0,666,25251,1,698,0,305495.0,
4732,17722,0,0,22,1306,1,132,1,215110.0,
132,15848,0,0,193,15119,1,10043,1,1441032.0,
144,1354,0,0,0,0,0,0,0,1.0,
23592,66487,0,0,0,0,0,0,0,1.0,
2900,6134,0,0,1468,32809,1,1662,1,410316.0,
118,11173,0,0,2,225,1,143,1,40798.0,
42520,42538,0,0,0,0,0,0,0,1.0,
3781,4959,0,0,2,44,1,2,1,347278.0,
50331,50332,0,0,0,0,0,0,0,1.0,
227,3224,0,0,237,16575,1,3921,1,751265.0,
230,17429,0,0,2139,37364,1,5355,19,379285.0,
9989,22043,0,0,0,0,0,0,0,6.0,
2748,7848,0,0,6,421,1,157,1,439027.0,
4196,10656,0,0,2232,37574,1,3166,6,339212.0,
345,1393,0,0,186,14840,1,4670,1,177728.0,
717,3012,0,0,310,18479,1,3707,1,269257.0,
3643,16313,0,0,1881,35973,1,2489,7,356262.0,
6458,41952,0,0,0,0,0,0,0,2.0,
2123,12392,0,0,0,0,0,0,0,2.0,
525,3917,0,0,410,19155,1,3204,2,246226.0,
3981,19516,0,0,0,0,0,0,0,1.0,
36875,36876,0,0,6,38,1,10,5,340.0,
22860,38743,0,0,3,8,1,4,2,354.0,
13766,33511,0,0,0,0,0,0,0,1.0,
491,1144,0,0,1637,34007,1,5639,37,399935.0,
18138,27848,0,0,747,26700,1,4737,1,488195.0,
1103,4028,0,0,268,17485,1,7651,1,238347.0,
1954,5022,0,0,2172,37581,1,2757,6,337895.0,
11582,22344,0,0,2,49,1,12,1,1122740.0,
9152,58268,0,0,0,0,0,0,0,1.0,
1677,5915,0,0,6,1853,1,577,4,1677545.0,
2211,11077,0,0,12,857,1,296,2,1190336.0,
3483,12748,0,0,1220,31221,1,9314,4,471481.0,
2455,3136,0,0,3,155,1,32,1,1376961.0,
215,49748,0,0,0,0,0,0,0,1.0,
647,5202,0,0,1731,34947,1,2495,2,359718.0,
559,724,0,0,1062,29841,1,2724,7,407653.0,
108,6788,0,0,294,18184,1,5862,1,1254857.0,
1244,11938,0,0,0,0,0,0,0,0.0,
27,768,0,0,1966,36387,1,8380,44,393722.0,
5558,67831,0,0,0,0,0,0,0,5.0,
4280,26691,0,0,0,0,0,0,0,0.0,
569,611,0,0,1463,32861,1,7113,4,374448.0,
5600,31696,0,0,0,0,0,0,0,0.0,
540,4515,0,0,1630,34257,1,4034,4,376656.0,
14,2334,0,0,2,3053,1,2317,1,334648.0,
121,7308,0,0,144,12952,1,5539,1,476108.0,
17234,51565,0,0,0,0,0,0,0,2.0,
8073,10504,0,0,3,43,1,7,2,828942.0,
98,1222,0,0,1180,31031,1,5646,2,344388.0,
566,28015,0,0,467,21633,1,22100,1,345607.0,
114,16721,0,0,248,16849,1,3771,2,1631477.0,
41,651,0,0,1149,29902,1,3928,16,318966.0,
1174,3551,0,0,2414,38118,1,5057,12,387156.0,
121,4467,0,0,152,13043,1,8424,1,842076.0,
3411,6605,0,0,1161,31119,1,2385,1,373926.0,
611,1960,0,0,1788,35525,1,6363,29,356250.0,
785,3104,0,0,1086,29874,1,10556,35,381458.0,
11329,17142,0,0,3,62,1,4,2,1710011.0,
2895,7642,0,0,2,37,1,12,1,330.0,
529,20639,0,0,255,17067,1,11042,1,668860.0,
3981,4203,0,0,1009,27938,1,3885,0,261827.0,
237,11780,0,0,476,18499,1,5180,1,196390.0,
20897,25231,0,0,217,6810,1,1069,2,1095216.0,
4864,5157,0,0,2448,38473,1,3958,1,374100.0,
4971,12188,0,0,2518,39035,1,3660,4,348549.0,
2720,3842,0,0,620,24684,1,4055,1,445645.0,
628,4163,0,0,403,20456,1,6909,1,1274875.0,
2723,5909,0,0,1051,29721,1,1197,2,345333.0,
1992,12734,0,0,1497,33158,1,1701,5,366225.0,
445,5462,0,0,304,15707,1,9023,1,164163.0,
159,1867,0,0,2091,36975,1,21290,41,461860.0,
163,17575,0,0,183,14789,1,8588,1,1705556.0,
9886,21645,0,0,2,38,1,13,1,1023058.0,
2157,2344,0,0,821,27886,1,4649,2,363018.0,
1472,2776,0,0,2334,37748,1,6056,10,357748.0,
2125,8551,0,0,503,22394,1,6400,2,972042.0,
2029,9448,0,0,1469,32910,1,6220,1,426770.0,
2657,4962,0,0,1111,30526,1,2927,0,373667.0,
22547,22782,0,0,0,0,0,0,0,1.0,
86,1527,0,0,1676,34647,1,3648,3,375245.0,
11707,18138,0,0,891,28306,1,951,56,694383.0,
9455,16705,0,0,2420,38807,1,4394,2,368953.0,
8918,36208,0,0,1775,35487,1,37262,1,379320.0,
167,3779,0,0,891,28299,1,2656,8,310933.0,
100,3181,0,0,1055,30207,1,5924,12,387717.0,
1967,4974,0,0,1968,36445,1,2511,2,352215.0,
22310,37104,0,0,7,5,1,8,7,276.0,
1269,3237,0,0,1101,29921,1,2574,1,415474.0,
