dataset_name,s,r,total_sec,max_rss_mb,exit_status,source
web-it-2004,4,3,26255.0576,100781.265625,0,CBS-noHi
web-it-2004,5,3,25761.179,100882.63671875,0,CBS-noHi
web-it-2004,6,3,26177.793,100798.5703125,0,CBS-noHi
web-it-2004,4,3,26255.0576,100781.265625,0,CBS-noHi
web-it-2004,5,3,25761.179,100882.63671875,0,CBS-noHi
web-it-2004,6,3,26177.793,100798.5703125,0,CBS-noHi
web-it-2004,10,3,26148.764199999998,100330.359375,0,CBS-noHi
soc-pokec-relationships,10,3,58.239413,3093.49609375,0,CBS-noHi
soc-pokec-relationships,4,3,221.60370999999998,12226.3984375,0,CBS-noHi
soc-pokec-relationships,4,3,221.68923999999998,12226.39453125,0,CBS-noHi
soc-pokec-relationships,4,3,222.91326,12226.515625,0,CBS-noHi
soc-pokec-relationships,4,3,222.57022999999998,12226.4765625,0,CBS-noHi
soc-pokec-relationships,4,3,222.88646,12226.5078125,0,CBS-noHi
com-dblp,4,3,4.678355,790.89453125,0,CBS-noHi
com-dblp,5,3,3.92967,700.98828125,0,CBS-noHi
com-dblp,6,3,3.533786,609.96875,0,CBS-noHi
com-dblp,7,3,3.259848,569.3828125,0,CBS-noHi
com-dblp,8,3,3.026106,533.0625,0,CBS-noHi
com-dblp,9,3,2.7051309999999997,508.48046875,0,CBS-noHi
com-dblp,10,3,2.574558,482.5859375,0,CBS-noHi
com-dblp,11,3,2.491702,461.45703125,0,CBS-noHi
com-dblp,12,3,2.403955,447.36328125,0,CBS-noHi
com-dblp,13,3,2.563442,433.31640625,0,CBS-noHi
com-dblp,14,3,2.482723,423.015625,0,CBS-noHi
com-dblp,15,3,2.43315,410.70703125,0,CBS-noHi
com-dblp,16,3,3.6288451,404.56640625,0,CBS-noHi
com-dblp,17,3,6.5800307,784.05859375,0,CBS-noHi
com-dblp,18,3,6.0449444,697.27734375,0,CBS-noHi
com-dblp,20,3,2413.6226397,109004.484375,0,CBS-noHi
com-dblp,21,3,55.4501638,4480.546875,0,CBS-noHi
com-dblp,22,3,25730.9952068,354.1171875,0,CBS-noHi
com-dblp,23,3,11283.8493092,1722.69921875,0,CBS-noHi
com-dblp,24,3,60577.9194475,2496.26953125,0,CBS-noHi
com-dblp,25,3,1465.1638233,367.78515625,0,CBS-noHi
com-dblp,26,3,66.1213226,5605.83203125,0,CBS-noHi
com-dblp,27,3,66.75750740000001,5416.09765625,0,CBS-noHi
com-dblp,28,3,10788.1550804,3206.515625,0,CBS-noHi
com-dblp,29,3,146.04688389999998,383.546875,0,CBS-noHi
com-dblp,30,3,52.9293765,5116.2109375,0,CBS-noHi
com-dblp,5,4,49.617228000000004,4636.51953125,0,CBS-noHi
com-dblp,6,4,50.118939,4583.921875,0,CBS-noHi
com-dblp,7,4,49.558256,4522.25390625,0,CBS-noHi
com-dblp,8,4,49.073993,4440.78515625,0,CBS-noHi
com-dblp,9,4,48.550838000000006,4426.03515625,0,CBS-noHi
com-dblp,10,4,48.801181,4350.390625,0,CBS-noHi
com-dblp,11,4,48.175799,4303.078125,0,CBS-noHi
com-dblp,12,4,47.622924,4345.5,0,CBS-noHi
com-dblp,13,4,47.833961,4243.796875,0,CBS-noHi
com-dblp,14,4,47.265121,4290.828125,0,CBS-noHi
com-dblp,15,4,47.603739000000004,4253.41796875,0,CBS-noHi
com-dblp,16,4,47.370581,4179.71875,0,CBS-noHi
com-dblp,17,4,518.402979,4124.53515625,0,CBS-noHi
com-dblp,18,4,2651.557048,39226.87890625,0,CBS-noHi
web-Google,4,3,66.39397,4919.3671875,0,CBS-noHi
web-Google,5,3,65.70713,4664.72265625,0,CBS-noHi
web-Google,6,3,63.45578,4348.8671875,0,CBS-noHi
