dataset_name,s,r,total_sec,max_rss_mb,exit_status,source
com-dblp,22,2,0.872064,224.75390625,0,CBS
com-dblp,23,2,0.9174059999999999,224.7265625,0,CBS
com-dblp,24,2,0.97127,224.3671875,0,CBS
com-dblp,25,2,0.922474,224.23828125,0,CBS
com-dblp,26,2,0.850132,224.08203125,0,CBS
com-dblp,27,2,0.8193189999999999,224.08984375,0,CBS
com-dblp,28,2,0.900398,223.80078125,0,CBS
com-dblp,29,2,0.7600009999999999,223.71484375,0,CBS
com-dblp,30,2,0.989453,223.63671875,0,CBS
com-dblp,4,3,5.96084,2226.7578125,0,CBS
com-dblp,5,3,5.279110999999999,2069.02734375,0,CBS
com-dblp,6,3,4.951453,1795.6484375,0,CBS
com-dblp,7,3,4.318556,1590.78515625,0,CBS
com-dblp,8,3,4.308716,1436.15625,0,CBS
com-dblp,9,3,4.12465,1322.859375,0,CBS
com-dblp,10,3,3.947034,1234.66015625,0,CBS
com-dblp,11,3,3.610719,1151.89453125,0,CBS
com-dblp,12,3,3.457596,1090.2265625,0,CBS
com-dblp,13,3,3.689992,1035.8125,0,CBS
com-dblp,14,3,3.288861,982.79296875,0,CBS
com-dblp,15,3,3.4463559999999998,941.8125,0,CBS
com-dblp,16,3,5.7409592,1155.8671875,0,CBS
com-dblp,17,3,7.842446,1249.87890625,0,CBS
com-dblp,18,3,10.29618,1277.82421875,0,CBS
com-dblp,20,3,3586.9657110000003,146592.48828125,0,CBS
com-dblp,21,3,69.8363476,4848.66796875,0,CBS
com-dblp,22,3,14422.5149327,1199.296875,0,CBS
com-dblp,23,3,3239.7597146999997,2494.17578125,0,CBS
com-dblp,24,3,6365.052986600001,3030.34765625,0,CBS
com-dblp,25,3,1481.1314897,10680.50390625,0,CBS
com-dblp,26,3,95.9401152,5980.27734375,0,CBS
com-dblp,27,3,75.2783281,5659.26171875,0,CBS
com-dblp,28,3,5993.2509244,3435.265625,0,CBS
com-dblp,29,3,127.009062,1423.01171875,0,CBS
com-dblp,30,3,63.377453800000005,5309.5859375,0,CBS
web-Google,3,1,20.2141,13192.28515625,0,CBS
web-Google,4,1,19.507900000000003,11363.71484375,0,CBS
web-Google,5,1,18.480700000000002,9270.75,0,CBS
web-Google,6,1,17.6294,7558.11328125,0,CBS
web-Google,7,1,16.8341,6122.77734375,0,CBS
web-Google,8,1,16.3399,4920.125,0,CBS
web-Google,9,1,15.664,3902.26953125,0,CBS
web-Google,10,1,15.088299999999998,3064.16015625,0,CBS
web-Google,11,1,14.598799999999999,2390.94140625,0,CBS
web-Google,12,1,14.4252,1863.69140625,0,CBS
web-Google,13,1,14.1693,1451.26171875,0,CBS
web-Google,14,1,13.898100000000001,1136.77734375,0,CBS
web-Google,15,1,13.7943,903.00390625,0,CBS
web-Google,16,1,13.8106,739.390625,0,CBS
web-Google,17,1,13.665899999999999,627.88671875,0,CBS
web-Google,18,1,13.537700000000001,555.0234375,0,CBS
web-Google,19,1,13.500200000000001,507.89453125,0,CBS
web-Google,20,1,13.4625,481.12890625,0,CBS
web-Google,21,1,13.4543,478.25390625,0,CBS
web-Google,22,1,13.4579,476.58203125,0,CBS
web-Google,23,1,13.4833,475.5078125,0,CBS
web-Google,24,1,13.4063,474.73046875,0,CBS
web-Google,25,1,13.482899999999999,474.1640625,0,CBS
web-Google,26,1,13.6951,473.734375,0,CBS
web-Google,27,1,13.6299,473.265625,0,CBS
web-Google,28,1,13.4644,472.828125,0,CBS
web-Google,29,1,13.4506,472.6171875,0,CBS
web-Google,30,1,13.4296,472.46484375,0,CBS
web-Google,4,2,35.8594,31382.12109375,0,CBS
web-Google,5,2,33.768699999999995,25335.97265625,0,CBS
web-Google,6,2,30.9627,20475.07421875,0,CBS
web-Google,7,2,28.5147,16427.203125,0,CBS
web-Google,8,2,26.1933,13055.86328125,0,CBS
web-Google,9,2,24.0021,10222.30078125,0,CBS
web-Google,10,2,22.0236,7896.1875,0,CBS
web-Google,11,2,20.216099999999997,6033.63671875,0,CBS
web-Google,12,2,18.8074,4582.6171875,0,CBS
web-Google,13,2,17.5287,3448.78515625,0,CBS
web-Google,14,2,16.4943,2590.53125,0,CBS
web-Google,15,2,15.696,1958.5546875,0,CBS
web-Google,16,2,15.1134,1518.1640625,0,CBS
web-Google,17,2,14.764,1220.6015625,0,CBS
web-Google,18,2,14.5589,1026.91796875,0,CBS
web-Google,19,2,14.202399999999999,909.23046875,0,CBS
web-Google,20,2,14.1083,904.69140625,0,CBS
web-Google,21,2,14.0626,902.3203125,0,CBS
web-Google,22,2,13.9393,900.78515625,0,CBS
web-Google,23,2,13.9506,900.12890625,0,CBS
web-Google,24,2,13.943100000000001,899.24609375,0,CBS
web-Google,25,2,13.8687,898.671875,0,CBS
web-Google,26,2,13.858799999999999,898.17578125,0,CBS
web-Google,27,2,14.0425,897.58984375,0,CBS
web-Google,28,2,13.9569,897.26953125,0,CBS
web-Google,29,2,13.9444,897.046875,0,CBS
web-Google,30,2,13.9149,896.828125,0,CBS
web-Google,4,3,70.43128,11299.57421875,0,CBS
web-Google,5,3,83.89977,18165.6953125,0,CBS
web-Google,6,3,83.92528,17724.28125,0,CBS
web-Google,7,3,78.81822,16128.40625,0,CBS
web-Google,8,3,72.93881,14017.640625,0,CBS
web-Google,9,3,65.81103200000001,12219.89453125,0,CBS
web-Google,10,3,58.897552,10280.1875,0,CBS
web-Google,11,3,52.278553,8584.34765625,0,CBS
web-Google,12,3,45.36772,7048.40625,0,CBS
web-Google,13,3,39.555027,5795.26171875,0,CBS
web-Google,14,3,34.101754,4868.515625,0,CBS
web-Google,15,3,30.320700000000002,3940.39453125,0,CBS
web-Google,16,3,25.883294999999997,3139.0078125,0,CBS
web-Google,17,3,22.780727,2533.62109375,0,CBS
web-Google,18,3,20.850262999999998,2016.5703125,0,CBS
web-Google,19,3,19.514705999999997,1569.51953125,0,CBS
web-Google,20,3,17.851958,1255.1171875,0,CBS
web-Google,21,3,16.835153,982.18359375,0,CBS
web-Google,22,3,16.3265,806.43359375,0,CBS
web-Google,23,3,15.501302,740.44921875,0,CBS
web-Google,24,3,15.293537,714.9609375,0,CBS
web-Google,25,3,15.437464,705.5625,0,CBS
web-Google,26,3,15.07529,686.828125,0,CBS
web-Google,27,3,14.816130000000001,674.46484375,0,CBS
web-Google,28,3,14.818968,669.20703125,0,CBS
web-Google,29,3,14.635615000000001,666.52734375,0,CBS
web-Google,30,3,14.435895,670.44140625,0,CBS
soc-pokec-relationships,3,1,65.2277,66573.91015625,0,CBS
soc-pokec-relationships,4,1,57.426,50457.74609375,0,CBS
soc-pokec-relationships,5,1,48.6314,33930.47265625,0,CBS
soc-pokec-relationships,6,1,41.2474,21673.80078125,0,CBS
soc-pokec-relationships,7,1,36.470099999999995,13627.3828125,0,CBS
soc-pokec-relationships,8,1,33.773300000000006,8682.3359375,0,CBS
soc-pokec-relationships,9,1,31.8209,5715.078125,0,CBS
soc-pokec-relationships,10,1,30.6079,3916.64453125,0,CBS
soc-pokec-relationships,11,1,29.7957,2799.171875,0,CBS
soc-pokec-relationships,12,1,29.128400000000003,2084.5703125,0,CBS
soc-pokec-relationships,13,1,28.9678,1640.0625,0,CBS
soc-pokec-relationships,14,1,28.8373,1381.79296875,0,CBS
soc-pokec-relationships,15,1,28.7105,1237.28125,0,CBS
soc-pokec-relationships,16,1,28.6926,1169.56640625,0,CBS
soc-pokec-relationships,17,1,28.454900000000002,1164.03515625,0,CBS
soc-pokec-relationships,18,1,28.7978,1160.67578125,0,CBS
soc-pokec-relationships,19,1,28.637,1158.859375,0,CBS
soc-pokec-relationships,20,1,28.521099999999997,1157.515625,0,CBS
soc-pokec-relationships,21,1,28.559900000000003,1156.859375,0,CBS
soc-pokec-relationships,22,1,28.5709,1156.59375,0,CBS
soc-pokec-relationships,23,1,28.633599999999998,1156.30078125,0,CBS
soc-pokec-relationships,24,1,29.127299999999998,1156.29296875,0,CBS
soc-pokec-relationships,25,1,28.6131,1156.30859375,0,CBS
soc-pokec-relationships,26,1,28.8221,1156.33203125,0,CBS
soc-pokec-relationships,27,1,28.5909,1156.171875,0,CBS
soc-pokec-relationships,28,1,28.5641,1156.22265625,0,CBS
soc-pokec-relationships,29,1,28.529,1156.29296875,0,CBS
soc-pokec-relationships,30,1,28.596799999999998,1156.21875,0,CBS
soc-pokec-relationships,4,2,151.1905,143009.8125,0,CBS
soc-pokec-relationships,5,2,119.54339999999999,95519.46875,0,CBS
soc-pokec-relationships,6,2,91.3785,60585.03515625,0,CBS
soc-pokec-relationships,7,2,69.35839999999999,37797.9375,0,CBS
soc-pokec-relationships,8,2,55.111599999999996,23831.76953125,0,CBS
soc-pokec-relationships,9,2,45.754599999999996,15475.51171875,0,CBS
soc-pokec-relationships,10,2,40.540699999999994,10435.4453125,0,CBS
soc-pokec-relationships,11,2,36.6815,7295.046875,0,CBS
soc-pokec-relationships,12,2,34.7218,5313.6875,0,CBS
soc-pokec-relationships,13,2,33.2678,4087.90625,0,CBS
soc-pokec-relationships,14,2,32.4113,3637.921875,0,CBS
soc-pokec-relationships,15,2,31.9589,3616.09375,0,CBS
soc-pokec-relationships,16,2,31.5337,3604.734375,0,CBS
soc-pokec-relationships,17,2,31.4803,3599.44140625,0,CBS
soc-pokec-relationships,18,2,31.4057,3595.96875,0,CBS
soc-pokec-relationships,19,2,31.45,3594.0390625,0,CBS
soc-pokec-relationships,20,2,31.5405,3592.359375,0,CBS
soc-pokec-relationships,21,2,31.3644,3591.6640625,0,CBS
soc-pokec-relationships,22,2,31.5508,3591.47265625,0,CBS
soc-pokec-relationships,23,2,31.439799999999998,3080.8828125,0,CBS
soc-pokec-relationships,24,2,31.5431,3591.2265625,0,CBS
soc-pokec-relationships,25,2,31.2838,3080.80078125,0,CBS
soc-pokec-relationships,26,2,31.2877,3080.734375,0,CBS
soc-pokec-relationships,27,2,31.4008,3080.7578125,0,CBS
soc-pokec-relationships,28,2,31.2093,3080.78515625,0,CBS
soc-pokec-relationships,29,2,31.3715,3080.7890625,0,CBS
soc-pokec-relationships,30,2,31.3367,3080.83203125,0,CBS
soc-pokec-relationships,4,3,238.81529999999998,22193.625,0,CBS
soc-pokec-relationships,5,3,244.19725,67666.578125,0,CBS
soc-pokec-relationships,6,3,235.37104000000002,126821.31640625,0,CBS
soc-pokec-relationships,7,3,200.70422,135025.21484375,0,CBS
soc-pokec-relationships,8,3,149.9175,93878.47265625,0,CBS
soc-pokec-relationships,9,3,110.23626,57402.89453125,0,CBS
soc-pokec-relationships,10,3,81.46087700000001,32512.03515625,0,CBS
soc-pokec-relationships,11,3,61.09707,17524.296875,0,CBS
soc-pokec-relationships,12,3,48.960782,9638.640625,0,CBS
soc-pokec-relationships,13,3,40.729092,5529.234375,0,CBS
soc-pokec-relationships,14,3,35.867275,3691.66796875,0,CBS
soc-pokec-relationships,15,3,33.146907999999996,2944.58984375,0,CBS
soc-pokec-relationships,16,3,31.387472000000002,2568.91796875,0,CBS
soc-pokec-relationships,17,3,30.770199999999996,2392.86328125,0,CBS
soc-pokec-relationships,18,3,29.802565,2389.62890625,0,CBS
soc-pokec-relationships,19,3,29.904687,2387.85546875,0,CBS
soc-pokec-relationships,20,3,29.158744,2386.19140625,0,CBS
soc-pokec-relationships,21,3,29.364601999999998,2385.625,0,CBS
soc-pokec-relationships,22,3,29.473779000000004,2385.2890625,0,CBS
soc-pokec-relationships,23,3,29.231828,2385.3359375,0,CBS
soc-pokec-relationships,24,3,29.333897,2385.2578125,0,CBS
soc-pokec-relationships,25,3,29.084021,2385.046875,0,CBS
soc-pokec-relationships,26,3,29.375678,2384.98046875,0,CBS
soc-pokec-relationships,27,3,29.602644,2385.01171875,0,CBS
soc-pokec-relationships,28,3,29.243782000000003,2385.02734375,0,CBS
soc-pokec-relationships,29,3,29.37614,2385.0234375,0,CBS
soc-pokec-relationships,30,3,29.442567000000004,2385.01953125,0,CBS
web-Stanford,3,1,103.9531,13331.46484375,0,CBS
web-Stanford,4,1,106.39689999999999,16668.08203125,0,CBS
web-Stanford,5,1,106.4728,15936.25390625,0,CBS
web-Stanford,6,1,106.3815,13914.59375,0,CBS
web-Stanford,7,1,104.36030000000001,11663.1640625,0,CBS
web-Stanford,8,1,102.8525,9672.7578125,0,CBS
web-Stanford,9,1,102.7864,8902.8203125,0,CBS
web-Stanford,10,1,103.6328,8185.0546875,0,CBS
web-Stanford,11,1,102.1332,7492.0859375,0,CBS
web-Stanford,12,1,102.8233,6838.3046875,0,CBS
web-Stanford,13,1,101.999,6198.0703125,0,CBS
web-Stanford,14,1,101.5393,5608.4921875,0,CBS
web-Stanford,15,1,101.24419999999999,5004.34765625,0,CBS
web-Stanford,16,1,101.6732,4448.96484375,0,CBS
web-Stanford,17,1,100.72030000000001,3987.3671875,0,CBS
web-Stanford,18,1,101.1369,3705.49609375,0,CBS
web-Stanford,19,1,100.9323,3455.30859375,0,CBS
web-Stanford,20,1,101.0272,3216.52734375,0,CBS
web-Stanford,21,1,100.3606,2992.3515625,0,CBS
web-Stanford,22,1,100.28689999999999,2786.34765625,0,CBS
web-Stanford,23,1,99.5479,2587.66015625,0,CBS
web-Stanford,24,1,100.4415,2399.45703125,0,CBS
web-Stanford,25,1,99.3195,2237.08203125,0,CBS
web-Stanford,26,1,100.764,2091.86328125,0,CBS
web-Stanford,27,1,100.1336,1952.65234375,0,CBS
web-Stanford,28,1,99.9056,1816.765625,0,CBS
web-Stanford,29,1,99.3448,1690.65234375,0,CBS
web-Stanford,30,1,99.97489999999999,1576.6484375,0,CBS
web-Stanford,4,2,132.6429,46288.46484375,0,CBS
web-Stanford,5,2,141.8111,43589.2421875,0,CBS
web-Stanford,6,2,142.1785,37738.1484375,0,CBS
web-Stanford,7,2,142.066,31345.71484375,0,CBS
web-Stanford,8,2,137.2615,25705.1171875,0,CBS
web-Stanford,9,2,137.3063,23535.73046875,0,CBS
web-Stanford,10,2,134.2063,21531.234375,0,CBS
web-Stanford,11,2,132.9624,19597.2109375,0,CBS
web-Stanford,12,2,131.3376,17783.09375,0,CBS
web-Stanford,13,2,129.3834,16037.40625,0,CBS
web-Stanford,14,2,128.0479,14404.5625,0,CBS
web-Stanford,15,2,126.9726,12754.859375,0,CBS
web-Stanford,16,2,126.50110000000001,11259.28515625,0,CBS
web-Stanford,17,2,125.6295,10029.80078125,0,CBS
web-Stanford,18,2,123.3463,9283.9609375,0,CBS
web-Stanford,19,2,123.0559,8609.71875,0,CBS
web-Stanford,20,2,121.7908,7975.765625,0,CBS
web-Stanford,21,2,121.4443,7383.93359375,0,CBS
web-Stanford,22,2,120.4224,6862.82421875,0,CBS
web-Stanford,23,2,120.966,6361.1328125,0,CBS
web-Stanford,24,2,118.017,5892.57421875,0,CBS
web-Stanford,25,2,117.5056,5469.64453125,0,CBS
web-Stanford,26,2,116.6402,5090.17578125,0,CBS
web-Stanford,27,2,115.2878,4712.30078125,0,CBS
web-Stanford,28,2,115.0663,4360.46484375,0,CBS
web-Stanford,29,2,113.7547,4042.55859375,0,CBS
web-Stanford,30,2,112.6363,3750.19140625,0,CBS
web-Stanford,4,3,463.72431,13785.41015625,0,CBS
web-Stanford,5,3,889.6984699999999,32163.13671875,0,CBS
web-Stanford,6,3,1339.86307,32526.6796875,0,CBS
web-Stanford,7,3,1730.29165,30838.5703125,0,CBS
web-Stanford,8,3,1713.016778,27001.16796875,0,CBS
web-Stanford,9,3,2224.448877,29130.109375,0,CBS
web-Stanford,10,3,2538.011504,31088.25,0,CBS
web-Stanford,11,3,3161.928752,36496.01171875,0,CBS
web-Stanford,12,3,3783.93899,53622.8125,0,CBS
web-Stanford,13,3,2083.498923,25856.78125,0,CBS
web-Stanford,14,3,2108.99056,27536.83984375,0,CBS
web-Stanford,15,3,3511.4812540000003,57799.953125,0,CBS
web-Stanford,16,3,2183.406255,24061.14453125,0,CBS
web-Stanford,17,3,1622.655078,15716.57421875,0,CBS
web-Stanford,18,3,1639.476689,14830.47265625,0,CBS
web-Stanford,19,3,1511.130586,15187.71875,0,CBS
web-Stanford,20,3,1999.375931,15704.75390625,0,CBS
web-Stanford,21,3,2038.488373,24474.49609375,0,CBS
web-Stanford,22,3,2730.105564,22845.66796875,0,CBS
web-Stanford,23,3,1631.161992,11299.15625,0,CBS
web-Stanford,24,3,1375.862696,8956.74609375,0,CBS
web-Stanford,25,3,1294.206472,8806.890625,0,CBS
web-Stanford,27,3,1310.169615,7790.609375,0,CBS
web-Stanford,28,3,1838.6115,35092.69140625,0,CBS
web-Stanford,30,3,2915.0842629999997,86212.5390625,0,CBS
com-youtube,3,1,27.1128,8238.87109375,0,CBS
com-youtube,4,1,27.8858,8969.6953125,0,CBS
com-youtube,5,1,27.9935,8025.55859375,0,CBS
com-youtube,6,1,25.6629,6027.28515625,0,CBS
com-youtube,7,1,25.4805,4059.67578125,0,CBS
com-youtube,8,1,23.6869,2561.5859375,0,CBS
com-youtube,9,1,22.6582,1571.41015625,0,CBS
com-youtube,10,1,23.663700000000002,989.1953125,0,CBS
com-youtube,11,1,22.418599999999998,690.75,0,CBS
com-youtube,12,1,22.2392,554.578125,0,CBS
com-youtube,13,1,22.688599999999997,535.59765625,0,CBS
com-youtube,14,1,22.207900000000002,533.1640625,0,CBS
com-youtube,15,1,22.1342,532.36328125,0,CBS
com-youtube,16,1,23.135099999999998,532.33203125,0,CBS
com-youtube,17,1,22.1695,532.31640625,0,CBS
com-youtube,18,1,22.3616,532.25390625,0,CBS
com-youtube,19,1,22.4681,532.30859375,0,CBS
com-youtube,20,1,22.695700000000002,532.31640625,0,CBS
com-youtube,21,1,22.828400000000002,532.24609375,0,CBS
com-youtube,22,1,22.2327,532.3203125,0,CBS
com-youtube,23,1,22.7254,532.14453125,0,CBS
com-youtube,24,1,21.9588,532.3671875,0,CBS
com-youtube,25,1,22.233,532.3828125,0,CBS
com-youtube,26,1,22.2089,532.36328125,0,CBS
com-youtube,27,1,21.9663,532.33203125,0,CBS
com-youtube,28,1,22.1522,532.3203125,0,CBS
com-youtube,29,1,23.123,532.10546875,0,CBS
com-youtube,30,1,22.7265,532.23046875,0,CBS
com-youtube,4,2,38.4238,24925.890625,0,CBS
com-youtube,5,2,37.446,22086.1640625,0,CBS
com-youtube,6,2,33.592800000000004,16331.33203125,0,CBS
com-youtube,7,2,31.226,10720.34765625,0,CBS
com-youtube,8,2,27.222900000000003,6474.55078125,0,CBS
com-youtube,9,2,26.4008,3687.09375,0,CBS
com-youtube,10,2,23.9225,2061.84765625,0,CBS
com-youtube,11,2,23.057,1231.68359375,0,CBS
com-youtube,12,2,23.5456,856.01953125,0,CBS
com-youtube,13,2,22.9768,780.140625,0,CBS
com-youtube,14,2,22.305,777.78515625,0,CBS
com-youtube,15,2,23.4112,708.51171875,0,CBS
com-youtube,16,2,22.9618,708.21484375,0,CBS
com-youtube,17,2,23.1847,708.1875,0,CBS
com-youtube,18,2,25.0213,708.171875,0,CBS
com-youtube,19,2,24.0839,708.19140625,0,CBS
com-youtube,20,2,23.1672,708.09765625,0,CBS
com-youtube,21,2,23.0484,708.23828125,0,CBS
com-youtube,22,2,23.8187,708.16796875,0,CBS
com-youtube,23,2,25.0999,708.23828125,0,CBS
com-youtube,24,2,25.947200000000002,708.19140625,0,CBS
com-youtube,25,2,26.6698,708.19921875,0,CBS
com-youtube,26,2,25.560200000000002,708.2265625,0,CBS
com-youtube,27,2,26.6444,708.21484375,0,CBS
com-youtube,28,2,25.172900000000002,708.19921875,0,CBS
com-youtube,29,2,28.0545,708.234375,0,CBS
com-youtube,30,2,28.549799999999998,708.19921875,0,CBS
com-youtube,4,3,58.078046,2083.09375,0,CBS
com-youtube,5,3,75.189795,3732.125,0,CBS
com-youtube,6,3,62.134334,5126.3828125,0,CBS
com-youtube,7,3,53.563312,4295.1640625,0,CBS
com-youtube,8,3,41.525072,2846.63671875,0,CBS
com-youtube,9,3,31.448695999999998,1792.796875,0,CBS
com-youtube,10,3,26.845488399999997,1160.7421875,0,CBS
com-youtube,11,3,24.4830197,819.30078125,0,CBS
com-youtube,12,3,22.954057499999998,669.38671875,0,CBS
com-youtube,13,3,22.204857,621.7578125,0,CBS
com-youtube,14,3,22.2180432,619.57421875,0,CBS
com-youtube,15,3,21.8234658,618.734375,0,CBS
com-youtube,16,3,22.468956300000002,618.66796875,0,CBS
com-youtube,17,3,22.1750222,618.59765625,0,CBS
com-youtube,18,3,22.143618699999998,618.6875,0,CBS
com-youtube,19,3,21.8412932,618.6953125,0,CBS
com-youtube,20,3,22.0860375,618.7265625,0,CBS
com-youtube,21,3,22.3956974,618.7734375,0,CBS
com-youtube,22,3,22.3450824,618.71484375,0,CBS
com-youtube,23,3,22.1452199,618.625,0,CBS
com-youtube,24,3,22.2038614,618.640625,0,CBS
com-youtube,25,3,22.5290982,618.65625,0,CBS
